Sw H+ Iono H	South to North	T = 12:00:00	
Nightside		Dayside	
X[R]	Z[R]	X[R]	Z[R]
1.95E-07	-0.471168069	-2.85E-08	-0.408045737
2.24E-07	-0.471169271	-1.16E-08	-0.408045773
-1.78E-07	-0.471169629	2.31E-08	-0.40804586
-2.43E-07	-0.471170828	3.47E-07	-0.408046708
1.88E-07	-0.471171245	-2.91E-07	-0.408047464
2.11E-07	-0.471172392	-3.25E-07	-0.408048939
-1.56E-07	-0.471172793	2.59E-07	-0.408049713
-3.09E-07	-0.471174095	2.92E-07	-0.408051033
2.51E-07	-0.47117456	-2.34E-07	-0.408051728
3.96E-07	-0.471176387	-2.41E-07	-0.408052859
-3.19E-07	-0.471176992	1.82E-07	-0.408053483
-3.50E-07	-0.471178916	2.74E-07	-0.40805459
2.82E-07	-0.471179452	-2.21E-07	-0.408055234
3.30E-07	-0.471181207	-3.74E-07	-0.408056685
-2.55E-07	-0.471181779	3.02E-07	-0.408057558
-2.58E-07	-0.471183258	3.30E-07	-0.408059069
2.03E-07	-0.471183683	-2.66E-07	-0.408059841
4.41E-07	-0.471185478	-2.70E-07	-0.408061119
-3.59E-07	-0.471186136	2.05E-07	-0.408061811
-3.86E-07	-0.471188277	2.15E-07	-0.408062815
3.13E-07	-0.471188857	-1.67E-07	-0.408063352
1.55E-07	-0.471189355	-2.03E-07	-0.408064242
6.93E-08	-0.471189626	1.59E-07	-0.408064743
1.01E-07	-0.47119011	7.07E-08	-0.408064932
-7.25E-08	-0.471190316	1.04E-07	-0.408065355
1.39E-07	-0.471190968	-7.43E-08	-0.408065642
-1.03E-07	-0.471191232	1.42E-07	-0.408066235
-1.32E-07	-0.471191902	-1.05E-07	-0.408066613
9.52E-08	-0.471192167	-1.36E-07	-0.408067196
2.88E-07	-0.471193222	9.80E-08	-0.408067568
-2.36E-07	-0.471193643	4.18E-08	-0.408067689
-2.50E-07	-0.471195043	6.52E-08	-0.408067949
1.94E-07	-0.471195474	-4.54E-08	-0.408068134
2.37E-07	-0.471196705	-7.34E-08	-0.408068423
-1.85E-07	-0.471197105	5.07E-08	-0.408068632
-2.03E-07	-0.471198221	2.09E-08	-0.408068696
1.51E-07	-0.471198604	3.69E-08	-0.408068837
1.70E-07	-0.471199527	-2.51E-08	-0.408068944
-1.30E-07	-0.471199833	-4.29E-08	-0.40806911
-1.66E-07	-0.471200677	-3.89E-07	-0.408070016
1.23E-07	-0.471200996	3.15E-07	-0.408070926
-2.21E-07	-0.471202089	1.55E-07	-0.408071268
1.70E-07	-0.471202476	2.58E-07	-0.408072277
1.94E-07	-0.47120352	-2.01E-07	-0.408072917
-1.43E-07	-0.471203894	-2.22E-07	-0.408073928
-6.25E-08	-0.471204148	1.65E-07	-0.408074515
-3.39E-07	-0.471205233	1.87E-07	-0.408075356
2.69E-07	-0.471205779	-1.42E-07	-0.408075835
1.29E-07	-0.471206222	-1.82E-07	-0.408076616
5.63E-08	-0.471206451	1.40E-07	-0.408077077
8.67E-08	-0.471206856	6.14E-08	-0.408077246
-6.13E-08	-0.471207035	9.38E-08	-0.408077624
1.19E-07	-0.471207584	-6.64E-08	-0.408077884
-8.68E-08	-0.471207818	1.29E-07	-0.408078413
-1.18E-07	-0.471208401	-9.41E-08	-0.40807876
8.41E-08	-0.471208642	-1.27E-07	-0.408079294
3.06E-07	-0.471209708	9.06E-08	-0.408079643
-2.51E-07	-0.471210151	3.83E-08	-0.408079755
-2.65E-07	-0.471211636	3.44E-07	-0.408080737
2.05E-07	-0.47121209	-2.74E-07	-0.40808156
2.50E-07	-0.471213391	-1.32E-07	-0.408081864
-1.95E-07	-0.471213811	-1.51E-07	-0.408082543
-2.14E-07	-0.471214985	1.11E-07	-0.408082946
1.59E-07	-0.471215388	1.45E-07	-0.408083565
2.93E-07	-0.471216657	-1.04E-07	-0.408083964
-2.38E-07	-0.4712171	-3.33E-07	-0.408085059
-2.58E-07	-0.471218525	2.73E-07	-0.408085819
2.09E-07	-0.471218917	2.89E-07	-0.40808716
9.64E-08	-0.471219272	-2.36E-07	-0.408087823
1.31E-07	-0.471219919	-2.36E-07	-0.408088946
-9.53E-08	-0.471220176	1.81E-07	-0.408089543
1.77E-07	-0.471221033	2.09E-07	-0.408090477
-1.34E-07	-0.471221354	-1.53E-07	-0.408091034
-1.61E-07	-0.471222198	-1.80E-07	-0.408091833
1.17E-07	-0.471222512	1.35E-07	-0.408092298
5.07E-08	-0.471222723	1.78E-07	-0.408093055
7.58E-08	-0.471223081	-1.36E-07	-0.40809351
-5.31E-08	-0.47122324	-2.96E-07	-0.408094576
-8.33E-08	-0.471223626	2.32E-07	-0.408095304
5.79E-08	-0.471223803	1.09E-07	-0.408095567
2.39E-08	-0.47122391	1.31E-07	-0.408096145
4.16E-08	-0.471224095	-9.58E-08	-0.408096499
-2.84E-08	-0.471224185	-1.30E-07	-0.408097045
-3.45E-07	-0.471225179	9.26E-08	-0.408097403
2.87E-07	-0.471225657	3.92E-08	-0.408097517
3.57E-07	-0.471227495	1.60E-08	-0.408097567
-2.86E-07	-0.471228052	-3.20E-08	-0.408097689
-3.19E-07	-0.471229789	-3.51E-07	-0.408098524
2.56E-07	-0.471230286	2.95E-07	-0.408099285
2.63E-07	-0.471231781	3.22E-07	-0.408100762
-1.99E-07	-0.471232258	-2.58E-07	-0.408101532
-8.94E-08	-0.471232603	-2.90E-07	-0.408102844
-1.20E-07	-0.471233198	2.32E-07	-0.408103535
8.56E-08	-0.471233441	2.40E-07	-0.40810466
2.96E-07	-0.471234487	-1.81E-07	-0.40810528
-2.43E-07	-0.471234916	-1.94E-07	-0.408106176
-3.43E-07	-0.471236582	1.50E-07	-0.408106664
2.76E-07	-0.471237112	4.01E-07	-0.408108035
3.05E-07	-0.471238782	-3.28E-07	-0.408108956
-2.46E-07	-0.471239253	-3.49E-07	-0.408110573
-2.51E-07	-0.471240684	2.84E-07	-0.408111379
1.90E-07	-0.471241137	2.85E-07	-0.408112735
8.57E-08	-0.471241466	-2.18E-07	-0.408113459
3.62E-08	-0.471241622	-2.25E-07	-0.408114517
6.08E-08	-0.471241896	1.76E-07	-0.408115073
-4.21E-08	-0.471242025	2.10E-07	-0.408116
8.34E-08	-0.471242397	-1.65E-07	-0.408116515
-5.90E-08	-0.471242569	-2.58E-07	-0.408117544
-8.92E-08	-0.471242989	2.00E-07	-0.408118185
6.24E-08	-0.471243177	2.22E-07	-0.408119198
2.59E-08	-0.471243292	-1.65E-07	-0.408119786
4.42E-08	-0.471243489	-1.87E-07	-0.40812063
-3.03E-08	-0.471243585	1.42E-07	-0.408121111
-1.24E-08	-0.471243642	1.83E-07	-0.408121896
-2.25E-08	-0.47124374	-1.41E-07	-0.408122361
1.52E-08	-0.471243789	-6.17E-08	-0.40812253
2.79E-08	-0.471243911	-9.43E-08	-0.40812291
-1.89E-08	-0.471243972	6.68E-08	-0.408123172
-3.84E-07	-0.471245037	-1.30E-07	-0.408123703
3.20E-07	-0.471245564	9.47E-08	-0.408124053
3.27E-07	-0.471247429	1.28E-07	-0.40812459
-2.70E-07	-0.471247888	-9.12E-08	-0.408124942
-1.28E-07	-0.471248337	-3.24E-07	-0.408125985
-1.65E-07	-0.471249173	2.66E-07	-0.408126721
1.22E-07	-0.471249489	2.80E-07	-0.408128024
-2.19E-07	-0.471250573	-2.29E-07	-0.408128665
1.68E-07	-0.471250957	-1.07E-07	-0.408128927
1.93E-07	-0.471251993	-1.42E-07	-0.408129527
-1.42E-07	-0.471252364	1.04E-07	-0.408129907
-6.20E-08	-0.471252618	-1.90E-07	-0.408130732
-3.39E-07	-0.4712537	1.45E-07	-0.408131218
2.69E-07	-0.471254244	3.20E-07	-0.408132367
1.29E-07	-0.471254687	-2.51E-07	-0.408133155
1.49E-07	-0.471255484	-1.18E-07	-0.408133441
-1.10E-07	-0.471255771	-5.10E-08	-0.408133584
-1.45E-07	-0.471256496	-8.06E-08	-0.408133905
1.04E-07	-0.471256788	5.67E-08	-0.40813413
4.40E-08	-0.471256976	-1.11E-07	-0.408134579
6.94E-08	-0.471257297	8.01E-08	-0.408134881
-4.82E-08	-0.471257444	3.35E-08	-0.408134981
-3.22E-07	-0.471258438	-6.64E-08	-0.408135242
2.66E-07	-0.471258891	-3.96E-07	-0.408136105
2.76E-07	-0.471260452	3.35E-07	-0.408136952
-2.15E-07	-0.471260918	3.35E-07	-0.408138549
-2.58E-07	-0.471262271	-2.66E-07	-0.408139355
2.02E-07	-0.471262699	-3.04E-07	-0.408140723
2.19E-07	-0.471263911	2.42E-07	-0.408141451
-1.63E-07	-0.471264321	3.24E-07	-0.40814282
-1.82E-07	-0.471265313	-2.51E-07	-0.40814363
1.39E-07	-0.471265637	-2.53E-07	-0.408144831
4.20E-07	-0.471267175	2.00E-07	-0.408145445
-3.44E-07	-0.471267788	2.31E-07	-0.408146479
-3.64E-07	-0.471269827	-1.84E-07	-0.408147038
2.97E-07	-0.471270365	-8.28E-08	-0.408147254
2.98E-07	-0.471272082	-1.18E-07	-0.408147741
-2.28E-07	-0.471272607	8.50E-08	-0.408148064
-2.35E-07	-0.471273941	-1.61E-07	-0.408148744
1.83E-07	-0.471274334	1.20E-07	-0.408149167
2.18E-07	-0.471275485	1.51E-07	-0.40814982
-1.72E-07	-0.471275846	-1.09E-07	-0.408150231
-1.85E-07	-0.471276872	-3.06E-07	-0.408151267
1.38E-07	-0.471277217	2.50E-07	-0.408151968
1.73E-07	-0.471278105	3.67E-07	-0.408153465
-1.25E-07	-0.471278447	-2.95E-07	-0.408154327
-1.55E-07	-0.471279248	-3.25E-07	-0.408155813
1.15E-07	-0.471279542	2.62E-07	-0.408156579
1.58E-07	-0.471280321	2.67E-07	-0.40815784
-1.19E-07	-0.471280612	-2.03E-07	-0.408158527
-1.45E-07	-0.471281369	-2.14E-07	-0.408159522
1.06E-07	-0.471281655	1.66E-07	-0.408160057
4.56E-08	-0.471281845	2.02E-07	-0.408160942
6.87E-08	-0.471282169	-1.58E-07	-0.408161442
-4.81E-08	-0.471282313	-2.64E-07	-0.408162473
-7.59E-08	-0.471282664	2.06E-07	-0.408163128
5.27E-08	-0.471282825	2.27E-07	-0.408164165
2.17E-08	-0.471282923	-1.69E-07	-0.408164765
3.79E-08	-0.471283091	-1.91E-07	-0.408165627
-2.59E-08	-0.471283173	1.45E-07	-0.408166117
-1.05E-08	-0.471283222	4.60E-07	-0.408167633
-1.94E-08	-0.471283306	-3.77E-07	-0.408168683
1.31E-08	-0.471283349	-3.99E-07	-0.408170536
2.44E-08	-0.471283454	3.26E-07	-0.408171452
-1.64E-08	-0.471283508	3.26E-07	-0.408173004
-6.64E-09	-0.471283539	-2.50E-07	-0.40817383
-1.27E-08	-0.471283593	-3.10E-07	-0.408175179
8.53E-09	-0.471283622	2.49E-07	-0.408175915
1.60E-08	-0.471283691	2.78E-07	-0.408177175
3.62E-07	-0.471284596	-2.23E-07	-0.408177832
-2.91E-07	-0.471285153	-2.29E-07	-0.408178909
-2.97E-07	-0.47128685	1.73E-07	-0.408179498
2.25E-07	-0.471287386	2.54E-07	-0.408180535
3.21E-07	-0.471288939	-2.05E-07	-0.408181133
-2.59E-07	-0.471289434	-3.49E-07	-0.408182485
-2.86E-07	-0.471290999	2.82E-07	-0.4081833
2.30E-07	-0.471291439	3.08E-07	-0.408184711
2.75E-07	-0.471292885	-2.49E-07	-0.408185431
-2.12E-07	-0.471293361	-2.86E-07	-0.408186712
-2.15E-07	-0.471294594	2.20E-07	-0.40818743
1.69E-07	-0.471294947	1.01E-07	-0.408187685
3.65E-07	-0.471296436	3.00E-07	-0.408188688
-2.97E-07	-0.471296981	-2.36E-07	-0.40818942
-3.20E-07	-0.471298755	-3.60E-07	-0.408190869
2.59E-07	-0.471299235	2.79E-07	-0.408191763
2.61E-07	-0.471300737	2.80E-07	-0.408193096
-1.99E-07	-0.471301201	-2.22E-07	-0.408193773
-2.07E-07	-0.471302372	-2.55E-07	-0.408194917
1.61E-07	-0.471302723	2.03E-07	-0.40819553
3.92E-07	-0.471304257	2.13E-07	-0.408196522
-3.19E-07	-0.471304836	-1.60E-07	-0.408197074
-3.42E-07	-0.471306738	-7.14E-08	-0.408197265
2.78E-07	-0.471307248	-9.74E-08	-0.408197673
2.97E-07	-0.471308903	6.94E-08	-0.408197942
-2.29E-07	-0.471309421	1.02E-07	-0.408198358
-2.33E-07	-0.471310754	-7.17E-08	-0.408198643
1.83E-07	-0.47131114	-2.99E-08	-0.408198733
2.15E-07	-0.471312282	-5.02E-08	-0.408198929
-1.70E-07	-0.471312634	3.45E-08	-0.408199072
-1.81E-07	-0.471313646	3.26E-07	-0.408199998
1.36E-07	-0.471313983	-2.70E-07	-0.408200724
1.69E-07	-0.471314853	-2.78E-07	-0.408202032
-1.22E-07	-0.471315186	2.17E-07	-0.408202719
-5.25E-08	-0.471315407	2.59E-07	-0.408203865
-8.00E-08	-0.471315782	-2.04E-07	-0.408204499
5.59E-08	-0.47131595	-2.20E-07	-0.408205512
3.17E-07	-0.471316957	1.64E-07	-0.408206088
-2.62E-07	-0.471317406	7.26E-08	-0.408206284
-2.72E-07	-0.471318947	1.01E-07	-0.408206706
2.12E-07	-0.471319408	-7.19E-08	-0.408206986
2.55E-07	-0.471320747	-3.03E-08	-0.408207076
-2.00E-07	-0.471321172	-4.92E-08	-0.40820727
-2.17E-07	-0.471322373	3.40E-08	-0.40820741
1.62E-07	-0.47132278	1.38E-08	-0.408207453
2.91E-07	-0.471324052	-2.77E-08	-0.408207558
-2.35E-07	-0.471324491	-3.94E-07	-0.408208517
-3.80E-07	-0.471326229	3.31E-07	-0.408209373
3.07E-07	-0.471326808	3.34E-07	-0.408210957
3.36E-07	-0.471328657	-2.78E-07	-0.408211693
-2.71E-07	-0.47132917	-1.33E-07	-0.408212004
-2.75E-07	-0.471330747	-1.68E-07	-0.408212729
2.09E-07	-0.471331242	1.24E-07	-0.408213173
2.20E-07	-0.471332478	-2.21E-07	-0.408214151
-1.71E-07	-0.471332854	1.71E-07	-0.408214706
-2.07E-07	-0.471333936	1.93E-07	-0.408215578
1.62E-07	-0.471334285	-1.43E-07	-0.408216091
1.77E-07	-0.471335261	-6.25E-08	-0.408216264
-1.32E-07	-0.471335595	-9.00E-08	-0.408216634
-1.67E-07	-0.471336449	6.35E-08	-0.408216884
1.21E-07	-0.471336781	2.86E-07	-0.40821777
5.16E-08	-0.471336999	-2.36E-07	-0.408218417
2.13E-08	-0.471337095	-3.20E-07	-0.408219761
-4.24E-08	-0.471337279	2.57E-07	-0.408220516
-3.80E-07	-0.471338162	2.85E-07	-0.408221815
3.20E-07	-0.471338658	-2.29E-07	-0.408222487
3.21E-07	-0.471340508	-2.77E-07	-0.408223706
-2.54E-07	-0.471341028	2.14E-07	-0.408224402
-2.93E-07	-0.471342597	9.89E-08	-0.40822465
2.33E-07	-0.471343068	2.88E-07	-0.408225615
3.23E-07	-0.471344649	-2.26E-07	-0.408226317
-2.51E-07	-0.471345203	-2.43E-07	-0.408227439
-2.52E-07	-0.471346654	1.82E-07	-0.408228075
1.99E-07	-0.471347064	2.01E-07	-0.408228991
2.30E-07	-0.471348296	-1.54E-07	-0.408229502
-1.83E-07	-0.471348667	-1.94E-07	-0.408230341
-8.26E-08	-0.471348984	1.50E-07	-0.408230828
-1.18E-07	-0.471349552	6.61E-08	-0.408231009
8.46E-08	-0.471349788	9.98E-08	-0.408231412
-1.60E-07	-0.47135055	-7.09E-08	-0.408231688
1.20E-07	-0.47135085	1.37E-07	-0.408232253
1.50E-07	-0.471351621	-1.00E-07	-0.408232621
-1.09E-07	-0.471351919	-1.34E-07	-0.408233187
-4.66E-08	-0.471352115	9.58E-08	-0.408233555
-1.92E-08	-0.471352201	3.25E-07	-0.408234611
3.82E-08	-0.471352368	-2.67E-07	-0.408235352
-2.61E-08	-0.471352451	-2.81E-07	-0.408236661
5.21E-08	-0.471352678	2.30E-07	-0.408237306
-3.60E-08	-0.471352789	2.30E-07	-0.408238401
-5.95E-08	-0.471353058	-1.76E-07	-0.408238984
4.10E-08	-0.471353187	-2.03E-07	-0.408239894
3.52E-07	-0.471354237	1.50E-07	-0.408240436
-2.92E-07	-0.471354728	3.22E-07	-0.4082416
-3.01E-07	-0.471356436	-2.62E-07	-0.408242345
2.48E-07	-0.471356864	-2.82E-07	-0.408243645
1.17E-07	-0.471357278	2.29E-07	-0.4082443
1.52E-07	-0.471358045	2.50E-07	-0.408245447
-1.12E-07	-0.471358337	-1.93E-07	-0.408246077
2.02E-07	-0.471359335	-2.20E-07	-0.408247066
-1.55E-07	-0.471359692	1.62E-07	-0.408247651
-3.22E-07	-0.471361024	3.37E-07	-0.408248882
2.52E-07	-0.471361562	-2.74E-07	-0.408249663
1.18E-07	-0.471361985	-2.96E-07	-0.408251026
5.10E-08	-0.471362197	2.40E-07	-0.408251713
8.08E-08	-0.471362569	2.64E-07	-0.40825292
-5.68E-08	-0.471362738	-2.04E-07	-0.408253585
1.11E-07	-0.471363245	-9.36E-08	-0.408253822
-8.02E-08	-0.471363467	-1.19E-07	-0.408254333
-3.35E-08	-0.471363615	8.58E-08	-0.408254657
6.65E-08	-0.471363909	1.20E-07	-0.408255155
4.02E-07	-0.471364786	-8.51E-08	-0.408255488
-3.40E-07	-0.471365301	-3.58E-08	-0.408255594
-3.48E-07	-0.471367285	-5.84E-08	-0.408255824
2.77E-07	-0.471367837	4.03E-08	-0.40825599
3.14E-07	-0.471369535	3.22E-07	-0.40825692
-2.51E-07	-0.471370031	-2.67E-07	-0.408257639
-3.27E-07	-0.471371679	-3.41E-07	-0.408259106
2.53E-07	-0.471372241	2.74E-07	-0.408259914
2.80E-07	-0.471373774	3.05E-07	-0.4082613
-2.24E-07	-0.471374216	-2.45E-07	-0.40826202
-4.15E-07	-0.47137601	-2.51E-07	-0.408263203
3.37E-07	-0.471376636	1.90E-07	-0.408263849
3.65E-07	-0.471378656	8.55E-08	-0.408264074
-2.96E-07	-0.471379209	3.20E-07	-0.408265094
-3.33E-07	-0.471381016	-2.53E-07	-0.40826587
2.57E-07	-0.471381595	-1.20E-07	-0.408266155
2.61E-07	-0.47138309	-1.41E-07	-0.408266783
-2.05E-07	-0.47138352	1.04E-07	-0.408267161
-2.41E-07	-0.471384798	1.38E-07	-0.408267744
1.90E-07	-0.47138519	-9.86E-08	-0.408268123
2.79E-07	-0.471386521	-3.33E-07	-0.408269207
-2.17E-07	-0.471386998	2.73E-07	-0.408269965
-1.01E-07	-0.471387364	2.88E-07	-0.408271307
-2.75E-07	-0.471388403	-2.36E-07	-0.408271968
2.17E-07	-0.471388857	-2.39E-07	-0.4082731
2.33E-07	-0.47139015	1.84E-07	-0.408273705
-1.74E-07	-0.471390585	2.11E-07	-0.408274652
-7.71E-08	-0.471390891	-1.55E-07	-0.408275213
-1.07E-07	-0.471391416	-1.81E-07	-0.408276019
7.63E-08	-0.471391637	1.36E-07	-0.408276487
3.21E-08	-0.471391776	1.79E-07	-0.408277248
5.22E-08	-0.471392014	-1.37E-07	-0.408277703
-3.60E-08	-0.471392126	-2.93E-07	-0.408278765
-6.02E-08	-0.471392398	2.30E-07	-0.408279486
4.14E-08	-0.471392528	1.08E-07	-0.408279748
1.69E-08	-0.471392605	1.30E-07	-0.408280321
3.05E-08	-0.471392738	-9.50E-08	-0.408280672
-2.07E-08	-0.471392805	-1.29E-07	-0.408281214
-3.47E-07	-0.471393779	9.19E-08	-0.408281569
2.88E-07	-0.471394255	3.31E-07	-0.408282632
2.95E-07	-0.47139594	-2.72E-07	-0.408283385
-2.31E-07	-0.471396432	-2.86E-07	-0.408284718
-2.74E-07	-0.471397881	2.34E-07	-0.408285372
2.16E-07	-0.471398332	1.09E-07	-0.40828564
2.32E-07	-0.471399621	1.45E-07	-0.408286254
-1.73E-07	-0.471400053	-1.06E-07	-0.408286642
-7.68E-08	-0.471400357	1.94E-07	-0.408287486
-1.07E-07	-0.471400879	-1.48E-07	-0.408287982
7.58E-08	-0.471401098	-1.74E-07	-0.408288755
3.19E-08	-0.471401237	1.28E-07	-0.408289221
5.18E-08	-0.471401473	5.53E-08	-0.408289376
-3.58E-08	-0.471401585	2.29E-08	-0.408289446
-5.98E-08	-0.471401854	4.07E-08	-0.408289602
4.11E-08	-0.471401983	-2.79E-08	-0.408289718
1.68E-08	-0.47140206	5.55E-08	-0.408289933
3.03E-08	-0.471402192	-3.85E-08	-0.40829009
-2.06E-08	-0.471402259	-6.29E-08	-0.408290337
-8.33E-09	-0.471402298	4.34E-08	-0.408290516
-3.48E-07	-0.471403235	3.48E-07	-0.40829152
2.79E-07	-0.471403779	-2.88E-07	-0.408292298
3.50E-07	-0.471405577	-2.98E-07	-0.408293696
-2.71E-07	-0.471406181	2.45E-07	-0.408294368
-2.74E-07	-0.471407753	1.16E-07	-0.408294647
2.16E-07	-0.471408201	3.84E-07	-0.408295899
2.51E-07	-0.471409539	-3.14E-07	-0.408296772
-1.99E-07	-0.471409946	-3.32E-07	-0.408298317
-2.10E-07	-0.471411124	2.71E-07	-0.408299078
1.58E-07	-0.471411513	2.76E-07	-0.408300384
7.03E-08	-0.47141179	-2.12E-07	-0.408301081
2.97E-07	-0.471412788	-9.74E-08	-0.408301329
-2.35E-07	-0.471413269	-1.24E-07	-0.408301863
-3.38E-07	-0.471414894	8.97E-08	-0.408302202
2.62E-07	-0.471415471	1.26E-07	-0.408302725
2.63E-07	-0.471416988	-8.94E-08	-0.408303075
-2.08E-07	-0.471417415	-3.76E-08	-0.408303187
-2.40E-07	-0.471418702	-6.14E-08	-0.408303428
1.91E-07	-0.471419088	4.24E-08	-0.408303603
2.01E-07	-0.471420215	1.74E-08	-0.408303656
-1.51E-07	-0.471420584	3.10E-08	-0.408303775
-1.85E-07	-0.471421544	-2.11E-08	-0.408303864
1.34E-07	-0.471421908	-8.55E-09	-0.408303891
1.65E-07	-0.471422763	-3.44E-09	-0.408303902
-1.23E-07	-0.471423071	-1.38E-09	-0.408303906
-1.67E-07	-0.471423895	-2.73E-09	-0.408303917
1.26E-07	-0.471424198	1.82E-09	-0.408303924
1.52E-07	-0.471424994	3.83E-07	-0.40830493
-1.11E-07	-0.471425291	-3.19E-07	-0.408305771
-2.75E-07	-0.47142636	-3.25E-07	-0.408307308
2.24E-07	-0.471426765	2.70E-07	-0.408308032
3.36E-07	-0.471428353	1.28E-07	-0.408308336
-2.71E-07	-0.471428868	3.95E-07	-0.408309645
-2.98E-07	-0.471430504	-3.24E-07	-0.408310547
2.40E-07	-0.471430961	-3.43E-07	-0.408312139
2.44E-07	-0.47143236	2.80E-07	-0.408312926
-1.86E-07	-0.4714328	2.80E-07	-0.408314259
-2.62E-07	-0.471434073	-2.15E-07	-0.408314968
2.11E-07	-0.471434477	-9.80E-08	-0.408315219
3.64E-07	-0.471436096	-1.26E-07	-0.40831576
-2.94E-07	-0.471436647	9.09E-08	-0.408316105
-3.21E-07	-0.471438415	3.88E-08	-0.408316217
2.59E-07	-0.471438903	6.04E-08	-0.408316458
2.62E-07	-0.471440409	-4.20E-08	-0.408316628
-2.00E-07	-0.471440879	-6.79E-08	-0.408316896
-9.03E-08	-0.471441225	4.69E-08	-0.408317089
-1.19E-07	-0.471441822	1.93E-08	-0.408317148
8.54E-08	-0.471442063	3.41E-08	-0.408317279
3.63E-08	-0.471442218	-2.32E-08	-0.408317377
5.72E-08	-0.471442482	-9.44E-09	-0.408317407
-3.97E-08	-0.471442604	-1.76E-08	-0.408317473
-6.48E-08	-0.471442899	1.18E-08	-0.408317524
4.48E-08	-0.471443039	2.21E-08	-0.408317607
1.84E-08	-0.471443122	-1.49E-08	-0.408317672
7.43E-09	-0.471443156	-6.02E-09	-0.408317691
-1.49E-08	-0.47144322	-1.16E-08	-0.408317734
-3.46E-07	-0.471444085	7.76E-09	-0.408317768
2.90E-07	-0.471444547	3.12E-09	-0.408317778
2.93E-07	-0.471446228	6.09E-09	-0.4083178
-2.31E-07	-0.471446709	-4.07E-09	-0.408317818
-2.69E-07	-0.471448143	8.15E-09	-0.408317848
2.13E-07	-0.47144858	-5.45E-09	-0.408317872
2.26E-07	-0.471449845	-2.19E-09	-0.408317879
-1.69E-07	-0.471450263	-4.31E-09	-0.408317895
-2.82E-07	-0.471451535	2.88E-09	-0.408317908
2.28E-07	-0.471451963	1.15E-09	-0.408317911
2.49E-07	-0.471453332	2.29E-09	-0.40831792
-2.01E-07	-0.471453711	-1.53E-09	-0.408317927
-9.24E-08	-0.471454054	-6.12E-10	-0.408317929
-1.26E-07	-0.471454676	-1.22E-09	-0.408317933
9.18E-08	-0.471454925	8.13E-10	-0.408317937
-1.71E-07	-0.47145575	1.62E-09	-0.408317943
1.29E-07	-0.471456061	-1.08E-09	-0.408317947
1.56E-07	-0.471456876	-4.32E-10	-0.408317949
-1.14E-07	-0.471457181	-8.61E-10	-0.408317952
-2.82E-07	-0.471458277	5.74E-10	-0.408317954
2.30E-07	-0.471458692	2.30E-10	-0.408317955
2.46E-07	-0.471460061	4.59E-10	-0.408317957
-1.90E-07	-0.471460486	-3.06E-10	-0.408317958
-2.34E-07	-0.471461696	6.12E-10	-0.40831796
1.82E-07	-0.471462092	-4.08E-10	-0.408317962
3.15E-07	-0.471463491	-1.63E-10	-0.408317963
-2.45E-07	-0.471464022	-3.26E-10	-0.408317964
-1.14E-07	-0.471464436	2.17E-10	-0.408317965
-2.99E-07	-0.47146558	8.70E-11	-0.408317965
2.35E-07	-0.471466074	1.74E-10	-0.408317966
3.66E-07	-0.471467773	-1.16E-10	-0.408317966
-2.84E-07	-0.471468394	-3.27E-07	-0.408318823
-2.85E-07	-0.471470038	2.73E-07	-0.408319542
2.26E-07	-0.471470497	2.78E-07	-0.408320857
2.59E-07	-0.47147189	-2.18E-07	-0.408321537
-2.06E-07	-0.471472304	-2.57E-07	-0.408322678
-2.81E-07	-0.471473691	2.03E-07	-0.408323302
2.18E-07	-0.471474173	2.16E-07	-0.408324303
1.01E-07	-0.471474543	-1.62E-07	-0.408324867
1.26E-07	-0.471475192	-7.18E-08	-0.40832506
-9.12E-08	-0.471475441	-9.94E-08	-0.408325475
-1.26E-07	-0.471476059	7.06E-08	-0.408325749
8.97E-08	-0.471476318	1.05E-07	-0.408326176
3.78E-08	-0.471476482	-7.36E-08	-0.408326469
6.12E-08	-0.471476762	-3.06E-08	-0.408326561
-4.23E-08	-0.471476893	-5.17E-08	-0.408326763
-3.26E-07	-0.47147788	3.55E-08	-0.40832691
2.70E-07	-0.471478336	1.45E-08	-0.408326955
3.47E-07	-0.471480097	2.62E-08	-0.408327055
-2.78E-07	-0.471480636	-1.78E-08	-0.408327131
-3.09E-07	-0.471482325	-3.14E-07	-0.408327992
2.48E-07	-0.471482805	2.61E-07	-0.408328687
2.55E-07	-0.471484256	2.68E-07	-0.408329949
-1.93E-07	-0.471484717	-2.10E-07	-0.408330607
-2.81E-07	-0.471486063	-2.48E-07	-0.408331708
2.27E-07	-0.471486496	1.96E-07	-0.408332314
2.50E-07	-0.471487866	2.10E-07	-0.408333284
-2.01E-07	-0.47148825	-1.57E-07	-0.408333833
-9.23E-08	-0.471488594	-6.96E-08	-0.40833402
-1.27E-07	-0.471489218	-3.07E-07	-0.408334974
9.21E-08	-0.471489468	2.43E-07	-0.408335717
-1.72E-07	-0.471490298	2.57E-07	-0.408336914
1.30E-07	-0.471490612	-1.93E-07	-0.408337584
1.57E-07	-0.471491434	-2.11E-07	-0.408338552
-1.15E-07	-0.471491743	1.62E-07	-0.408339086
-4.94E-08	-0.471491949	2.03E-07	-0.408339966
-3.18E-07	-0.471492938	-1.57E-07	-0.408340473
2.53E-07	-0.471493447	-2.88E-07	-0.408341566
2.65E-07	-0.47149494	2.25E-07	-0.408342278
