Sw H+ Iono H	South to North	T = 12:00:00	
Nightside		Dayside	
X[R]	Z[R]	X[R]	Z[R]
2.68E-07	-0.474584323	2.50E-07	-0.41138092
1.28E-07	-0.474584773	1.17E-07	-0.411381212
3.86E-07	-0.474586194	5.04E-08	-0.411381358
-3.16E-07	-0.47458674	8.01E-08	-0.411381679
-3.35E-07	-0.47458863	-5.63E-08	-0.411381901
2.73E-07	-0.47458911	1.10E-07	-0.411382348
2.73E-07	-0.474590702	-7.94E-08	-0.411382645
-2.10E-07	-0.474591173	-1.12E-07	-0.411383113
-2.16E-07	-0.474592409	7.94E-08	-0.411383421
1.69E-07	-0.474592762	3.33E-08	-0.411383522
2.01E-07	-0.474593828	5.46E-08	-0.411383738
-1.51E-07	-0.474594191	-3.77E-08	-0.411383892
2.58E-07	-0.474595512	-1.55E-08	-0.411383941
-2.02E-07	-0.474595932	-2.76E-08	-0.411384047
-3.28E-07	-0.474597438	1.87E-08	-0.411384126
2.55E-07	-0.474597981	3.37E-08	-0.411384255
2.56E-07	-0.47459947	-2.29E-08	-0.411384351
-2.03E-07	-0.474599871	-3.77E-07	-0.411385388
-2.32E-07	-0.47460113	3.14E-07	-0.411386208
1.85E-07	-0.47460149	3.21E-07	-0.411387738
2.50E-07	-0.474602737	-2.66E-07	-0.411388445
-1.93E-07	-0.474603156	-1.26E-07	-0.411388753
-2.17E-07	-0.474604344	-1.62E-07	-0.411389453
1.61E-07	-0.474604748	1.19E-07	-0.411389879
3.18E-07	-0.474606096	-2.15E-07	-0.411390829
-2.58E-07	-0.474606561	1.65E-07	-0.411391366
-2.79E-07	-0.474608121	1.90E-07	-0.411392227
2.26E-07	-0.474608531	-1.40E-07	-0.411392726
2.52E-07	-0.474609917	-6.10E-08	-0.4113929
-1.94E-07	-0.474610345	-3.35E-07	-0.41139391
-2.21E-07	-0.474611546	2.66E-07	-0.411394702
1.63E-07	-0.474611959	1.27E-07	-0.411395006
1.88E-07	-0.474612976	2.66E-07	-0.411395982
-1.42E-07	-0.474613311	-2.08E-07	-0.411396626
-1.86E-07	-0.474614255	-2.27E-07	-0.411397677
1.42E-07	-0.474614577	1.69E-07	-0.411398266
1.65E-07	-0.474615467	7.46E-08	-0.411398473
-1.22E-07	-0.47461578	1.05E-07	-0.411398912
-5.29E-08	-0.474616001	-7.43E-08	-0.411399199
-2.19E-08	-0.4746161	-3.05E-07	-0.411400162
-8.88E-09	-0.474616142	2.51E-07	-0.411400841
-1.68E-08	-0.474616214	2.63E-07	-0.411402083
1.13E-08	-0.474616251	-2.05E-07	-0.411402728
4.56E-09	-0.474616273	-2.48E-07	-0.411403828
8.82E-09	-0.474616311	1.94E-07	-0.411404429
-5.91E-09	-0.47461633	3.18E-07	-0.411405688
-2.37E-09	-0.474616342	-2.48E-07	-0.411406465
-4.66E-09	-0.474616361	-2.48E-07	-0.411407659
3.12E-09	-0.474616372	1.97E-07	-0.411408246
-6.23E-09	-0.474616398	3.90E-07	-0.411409699
4.17E-09	-0.474616412	-3.35E-07	-0.411410486
1.67E-09	-0.47461642	-1.68E-07	-0.411410854
6.69E-10	-0.474616423	-1.94E-07	-0.411411732
-1.34E-09	-0.474616429	1.47E-07	-0.411412226
-3.61E-07	-0.474617371	1.92E-07	-0.411413052
3.02E-07	-0.474617844	-1.47E-07	-0.411413533
3.53E-07	-0.474619737	-1.71E-07	-0.411414303
-2.99E-07	-0.474620173	1.26E-07	-0.411414754
-1.46E-07	-0.474620663	2.79E-07	-0.41141576
-3.61E-07	-0.474622076	-2.27E-07	-0.411416393
2.94E-07	-0.474622593	-2.44E-07	-0.411417531
3.14E-07	-0.47462436	1.88E-07	-0.411418136
-2.56E-07	-0.474624815	2.33E-07	-0.411419159
-2.57E-07	-0.474626308	-1.81E-07	-0.411419729
1.96E-07	-0.474626752	-2.01E-07	-0.411420653
8.93E-08	-0.474627096	1.49E-07	-0.411421176
1.16E-07	-0.474627686	6.55E-08	-0.41142136
-8.34E-08	-0.474627915	3.23E-07	-0.411422349
-1.19E-07	-0.474628494	-2.56E-07	-0.411423115
8.39E-08	-0.474628735	-3.61E-07	-0.411424622
3.52E-08	-0.474628891	2.80E-07	-0.411425509
1.44E-08	-0.474628958	2.81E-07	-0.411426861
-2.87E-08	-0.474629082	-2.23E-07	-0.411427532
-3.70E-07	-0.474629976	-2.57E-07	-0.411428694
3.11E-07	-0.47463045	2.04E-07	-0.411429303
3.13E-07	-0.474632269	2.85E-07	-0.411430497
-2.61E-07	-0.474632682	-2.21E-07	-0.411431196
-1.25E-07	-0.474633119	-2.22E-07	-0.411432262
-3.64E-07	-0.474634473	1.75E-07	-0.41143279
2.98E-07	-0.474634989	3.63E-07	-0.411434126
3.16E-07	-0.474636771	-2.95E-07	-0.411434951
-2.58E-07	-0.474637224	-3.18E-07	-0.411436432
-2.58E-07	-0.474638726	2.58E-07	-0.411437159
1.98E-07	-0.474639171	2.60E-07	-0.411438406
9.01E-08	-0.474639516	-1.98E-07	-0.411439059
1.16E-07	-0.47464011	-8.99E-08	-0.411439298
-8.38E-08	-0.474640339	-1.18E-07	-0.411439804
-1.19E-07	-0.474640919	8.45E-08	-0.411440122
8.40E-08	-0.474641159	1.21E-07	-0.411440624
3.55E-07	-0.474642358	-8.54E-08	-0.411440956
-2.92E-07	-0.474642852	-3.58E-08	-0.411441065
-3.06E-07	-0.474644591	-5.90E-08	-0.411441298
2.51E-07	-0.474645023	4.07E-08	-0.411441464
1.17E-07	-0.474645451	6.44E-08	-0.411441723
4.13E-07	-0.474646909	4.02E-07	-0.411442605
-3.39E-07	-0.474647488	-3.26E-07	-0.411443519
-3.57E-07	-0.474649511	-1.62E-07	-0.41144388
2.92E-07	-0.474650019	-1.75E-07	-0.411444694
2.92E-07	-0.474651721	1.31E-07	-0.411445147
-2.24E-07	-0.474652221	1.64E-07	-0.411445864
-2.30E-07	-0.474653542	-1.19E-07	-0.411446304
1.80E-07	-0.474653916	-3.33E-07	-0.411447436
2.13E-07	-0.474655051	2.72E-07	-0.411448184
-1.68E-07	-0.474655393	2.89E-07	-0.411449539
-2.55E-07	-0.4746566	-2.36E-07	-0.411450193
1.98E-07	-0.474657025	-2.46E-07	-0.411451356
2.21E-07	-0.474658239	1.90E-07	-0.411451968
-1.64E-07	-0.474658648	2.17E-07	-0.411452951
-1.86E-07	-0.47465966	-1.60E-07	-0.41145352
1.41E-07	-0.474659987	-1.85E-07	-0.411454356
1.82E-07	-0.474660917	1.40E-07	-0.411454828
-1.40E-07	-0.474661229	1.83E-07	-0.411455616
-6.12E-08	-0.474661482	-1.40E-07	-0.411456076
-9.37E-08	-0.474661923	-1.63E-07	-0.411456811
6.63E-08	-0.474662113	1.20E-07	-0.411457242
-1.29E-07	-0.474662712	5.21E-08	-0.411457391
9.40E-08	-0.474662958	2.16E-08	-0.411457458
1.27E-07	-0.474663592	8.75E-09	-0.411457487
-9.06E-08	-0.474663846	1.66E-08	-0.411457549
-3.83E-08	-0.474664014	-1.12E-08	-0.411457597
-3.46E-07	-0.474665043	-4.49E-09	-0.411457612
2.76E-07	-0.474665578	-1.80E-09	-0.411457618
1.33E-07	-0.474666037	3.60E-09	-0.411457631
5.83E-08	-0.474666277	3.42E-07	-0.411458516
8.89E-08	-0.474666697	-2.86E-07	-0.41145925
-6.30E-08	-0.474666876	-2.90E-07	-0.411460637
1.22E-07	-0.474667445	2.28E-07	-0.411461335
-8.93E-08	-0.474667679	2.68E-07	-0.411462536
-3.42E-07	-0.474668861	-2.11E-07	-0.411463175
2.71E-07	-0.474669404	-2.25E-07	-0.411464228
1.29E-07	-0.474669859	1.68E-07	-0.411464807
1.51E-07	-0.474670668	2.84E-07	-0.41146592
-1.11E-07	-0.474670955	-2.29E-07	-0.41146657
-1.47E-07	-0.474671697	-2.50E-07	-0.41146773
1.05E-07	-0.474671989	2.02E-07	-0.411468305
3.56E-07	-0.474673259	9.31E-08	-0.411468546
-2.92E-07	-0.474673759	1.27E-07	-0.411469083
-3.08E-07	-0.474675501	-9.24E-08	-0.411469422
2.51E-07	-0.474675939	1.72E-07	-0.411470165
2.52E-07	-0.474677405	-1.30E-07	-0.411470602
-1.93E-07	-0.474677837	-1.57E-07	-0.411471298
-8.83E-08	-0.474678173	1.14E-07	-0.411471714
-2.79E-07	-0.474679186	2.83E-07	-0.411472707
2.20E-07	-0.474679632	-2.31E-07	-0.411473346
2.35E-07	-0.474680953	-2.47E-07	-0.411474499
-1.76E-07	-0.474681381	1.91E-07	-0.411475109
-7.81E-08	-0.474681695	2.35E-07	-0.411476143
-3.42E-07	-0.474682841	-1.83E-07	-0.411476716
2.71E-07	-0.474683381	-3.16E-07	-0.411477946
1.29E-07	-0.474683836	2.47E-07	-0.411478717
5.63E-08	-0.47468407	1.15E-07	-0.411479006
8.72E-08	-0.474684479	4.95E-08	-0.411479151
-6.16E-08	-0.474684656	7.91E-08	-0.411479467
1.20E-07	-0.474685211	-5.55E-08	-0.411479686
-8.72E-08	-0.474685443	1.09E-07	-0.411480127
-1.19E-07	-0.474686034	-7.83E-08	-0.41148042
8.49E-08	-0.474686273	-1.11E-07	-0.411480884
3.15E-07	-0.474687371	7.87E-08	-0.411481189
-2.59E-07	-0.474687811	3.30E-08	-0.411481289
-2.72E-07	-0.474689355	5.42E-08	-0.411481504
2.23E-07	-0.474689741	-3.74E-08	-0.411481656
2.23E-07	-0.474691039	-1.53E-08	-0.411481705
-1.71E-07	-0.474691421	-2.74E-08	-0.41148181
-1.96E-07	-0.474692484	1.86E-08	-0.411481888
1.45E-07	-0.474692854	3.35E-08	-0.411482017
6.31E-08	-0.474693116	-2.27E-08	-0.411482113
2.62E-08	-0.474693234	-9.22E-09	-0.411482142
-5.21E-08	-0.474693465	-1.73E-08	-0.411482208
-3.60E-07	-0.474694269	1.17E-08	-0.411482258
3.04E-07	-0.474694718	2.14E-08	-0.41148234
3.04E-07	-0.474696489	3.59E-07	-0.411483224
-2.41E-07	-0.474696966	-2.90E-07	-0.411484053
-2.77E-07	-0.474698464	-3.42E-07	-0.411485585
2.20E-07	-0.474698894	2.64E-07	-0.41148643
2.99E-07	-0.474700384	2.67E-07	-0.41148771
-2.32E-07	-0.474700884	-2.10E-07	-0.411488351
-2.33E-07	-0.474702239	-2.46E-07	-0.411489458
1.84E-07	-0.474702609	1.95E-07	-0.411490044
3.84E-07	-0.474704206	2.06E-07	-0.411491012
-3.12E-07	-0.474704763	-1.55E-07	-0.411491543
-3.37E-07	-0.474706646	-6.88E-08	-0.411491732
2.73E-07	-0.474707137	-9.49E-08	-0.411492132
3.01E-07	-0.474708801	6.75E-08	-0.411492391
-2.32E-07	-0.474709311	1.00E-07	-0.411492801
-2.35E-07	-0.474710671	-7.02E-08	-0.411493077
1.85E-07	-0.47471105	-2.92E-08	-0.411493168
2.17E-07	-0.474712213	-1.19E-08	-0.411493206
-1.72E-07	-0.474712558	2.38E-08	-0.411493296
-7.71E-08	-0.474712862	3.56E-07	-0.411494165
-1.11E-07	-0.4747134	-2.99E-07	-0.411494924
7.97E-08	-0.474713619	-3.01E-07	-0.411496369
-1.52E-07	-0.474714342	2.38E-07	-0.411497089
1.13E-07	-0.474714621	2.76E-07	-0.411498336
1.43E-07	-0.474715358	-2.19E-07	-0.411498992
-1.03E-07	-0.474715637	-3.12E-07	-0.411500292
-2.98E-07	-0.474716749	2.42E-07	-0.411501058
2.44E-07	-0.474717171	2.44E-07	-0.411502229
3.55E-07	-0.474718882	-1.93E-07	-0.411502809
-2.86E-07	-0.474719412	-2.22E-07	-0.411503815
-3.15E-07	-0.474721155	1.77E-07	-0.411504341
2.54E-07	-0.474721626	7.98E-08	-0.411504554
2.59E-07	-0.474723118	1.13E-07	-0.411505026
-1.96E-07	-0.474723574	-8.17E-08	-0.411505332
-2.79E-07	-0.474724934	1.55E-07	-0.411505989
2.25E-07	-0.474725352	-1.16E-07	-0.411506389
3.86E-07	-0.474727083	-1.45E-07	-0.411507022
-3.30E-07	-0.474727534	1.05E-07	-0.411507409
-1.65E-07	-0.474728066	4.49E-08	-0.411507541
-1.93E-07	-0.4747291	6.87E-08	-0.411507819
1.45E-07	-0.474729444	-4.80E-08	-0.41150801
1.91E-07	-0.474730411	-7.65E-08	-0.411508316
-1.46E-07	-0.474730743	5.30E-08	-0.41150853
-3.18E-07	-0.474732043	2.19E-08	-0.411508599
2.49E-07	-0.474732559	3.84E-08	-0.411508747
1.17E-07	-0.474732983	-2.61E-08	-0.411508856
5.05E-08	-0.474733196	-4.42E-08	-0.41150903
7.99E-08	-0.474733567	-3.80E-07	-0.411509909
-5.61E-08	-0.474733731	3.08E-07	-0.411510779
1.10E-07	-0.474734234	1.52E-07	-0.411511122
-7.93E-08	-0.474734449	6.75E-08	-0.411511307
-3.32E-08	-0.474734598	9.94E-08	-0.411511716
6.57E-08	-0.474734891	-7.10E-08	-0.411511986
3.94E-07	-0.474735749	1.36E-07	-0.411512558
-3.33E-07	-0.474736236	-1.01E-07	-0.411512914
-3.41E-07	-0.474738196	-3.29E-07	-0.411513998
2.71E-07	-0.474738723	2.60E-07	-0.411514786
3.07E-07	-0.474740399	1.23E-07	-0.411515087
-2.45E-07	-0.474740871	1.46E-07	-0.411515739
-2.55E-07	-0.474742326	-1.07E-07	-0.411516125
1.92E-07	-0.474742781	-1.42E-07	-0.411516732
2.06E-07	-0.474743938	1.02E-07	-0.411517118
-1.59E-07	-0.474744288	4.32E-08	-0.411517248
-1.97E-07	-0.474745314	6.86E-08	-0.411517522
1.53E-07	-0.47474564	-4.76E-08	-0.411517714
2.68E-07	-0.474746834	-3.30E-07	-0.411518681
-2.09E-07	-0.474747276	2.73E-07	-0.411519405
-3.56E-07	-0.47474888	2.82E-07	-0.411520743
2.77E-07	-0.474749467	-2.20E-07	-0.41152143
2.77E-07	-0.474751084	-2.64E-07	-0.411522605
-2.20E-07	-0.474751516	2.07E-07	-0.411523241
-2.52E-07	-0.474752883	2.24E-07	-0.411524284
2.00E-07	-0.474753272	-1.67E-07	-0.411524863
2.68E-07	-0.474754617	-7.40E-08	-0.411525068
-2.08E-07	-0.474755066	-3.36E-07	-0.411526111
-3.80E-07	-0.474756727	2.66E-07	-0.41152691
2.96E-07	-0.474757351	1.27E-07	-0.411527216
2.96E-07	-0.474759079	5.54E-08	-0.411527374
-2.36E-07	-0.474759539	8.57E-08	-0.41152772
-2.68E-07	-0.474760999	-6.06E-08	-0.411527956
2.14E-07	-0.474761411	1.18E-07	-0.41152844
2.81E-07	-0.474762835	-8.57E-08	-0.411528754
-2.18E-07	-0.474763306	-3.51E-07	-0.411529861
-2.20E-07	-0.474764581	2.77E-07	-0.411530695
1.73E-07	-0.47476493	1.32E-07	-0.411531015
3.64E-07	-0.47476644	5.76E-08	-0.411531179
-2.96E-07	-0.474766967	8.93E-08	-0.41153154
-3.19E-07	-0.474768754	-6.30E-08	-0.411531785
2.59E-07	-0.474769219	1.23E-07	-0.411532289
2.61E-07	-0.474770733	-8.92E-08	-0.411532616
-1.99E-07	-0.474771187	-3.75E-08	-0.41153273
-2.07E-07	-0.474772367	7.41E-08	-0.411533025
1.61E-07	-0.474772709	4.05E-07	-0.411533892
1.94E-07	-0.474773735	-3.43E-07	-0.411534737
-1.45E-07	-0.474774087	-3.46E-07	-0.411536398
2.51E-07	-0.474775367	2.76E-07	-0.411537213
-1.96E-07	-0.474775778	3.13E-07	-0.411538638
-2.15E-07	-0.474776969	-2.50E-07	-0.411539371
1.60E-07	-0.474777365	-2.59E-07	-0.411540599
7.04E-08	-0.474777652	1.95E-07	-0.411541259
3.35E-07	-0.474778754	2.10E-07	-0.411542239
-2.65E-07	-0.47477928	-1.62E-07	-0.411542759
-1.27E-07	-0.474779726	-4.40E-07	-0.411544267
-5.53E-08	-0.474779955	3.59E-07	-0.411545257
-8.54E-08	-0.474780356	3.83E-07	-0.41154705
6.03E-08	-0.47478053	-3.12E-07	-0.411547916
-1.17E-07	-0.474781074	-3.27E-07	-0.411549459
8.54E-08	-0.4747813	2.52E-07	-0.411550271
3.59E-08	-0.474781459	2.57E-07	-0.411551498
-7.10E-08	-0.474781778	-2.02E-07	-0.411552117
-3.82E-07	-0.474782592	-2.38E-07	-0.411553182
3.24E-07	-0.474783061	1.87E-07	-0.41155375
3.24E-07	-0.474784949	2.00E-07	-0.411554686
-2.58E-07	-0.474785451	-1.50E-07	-0.411555202
-2.93E-07	-0.474787045	-6.65E-08	-0.411555385
2.34E-07	-0.474787496	-9.21E-08	-0.411555773
3.08E-07	-0.474789054	6.54E-08	-0.411556024
-2.39E-07	-0.474789571	9.73E-08	-0.411556423
-2.40E-07	-0.474790967	-6.82E-08	-0.411556692
1.90E-07	-0.474791349	-3.48E-07	-0.411557753
2.20E-07	-0.474792536	2.87E-07	-0.411558522
-1.75E-07	-0.474792882	3.84E-07	-0.411560159
-7.88E-08	-0.47479319	-3.09E-07	-0.41156105
-1.12E-07	-0.474793737	-3.42E-07	-0.411562625
8.09E-08	-0.474793958	2.75E-07	-0.411563418
-1.53E-07	-0.474794692	2.81E-07	-0.41156476
1.14E-07	-0.474794973	-2.13E-07	-0.411565473
1.44E-07	-0.474795717	-2.26E-07	-0.411566534
-1.04E-07	-0.474795997	1.75E-07	-0.41156709
-4.46E-08	-0.474796188	4.55E-07	-0.411568665
-6.84E-08	-0.47479651	-3.71E-07	-0.411569689
4.77E-08	-0.474796652	-3.96E-07	-0.411571542
7.62E-08	-0.474797004	3.22E-07	-0.411572438
-5.28E-08	-0.474797164	1.60E-07	-0.411572794
-2.18E-08	-0.474797264	7.19E-08	-0.411572989
-3.82E-08	-0.474797434	1.04E-07	-0.41157342
2.60E-08	-0.474797516	-7.48E-08	-0.411573702
1.06E-08	-0.474797566	1.43E-07	-0.411574304
1.96E-08	-0.474797651	-1.06E-07	-0.411574676
-1.33E-08	-0.474797694	-1.35E-07	-0.411575263
-5.35E-09	-0.47479772	9.76E-08	-0.411575626
-2.15E-09	-0.47479773	2.89E-07	-0.411576597
-8.61E-10	-0.474797734	-2.36E-07	-0.411577244
-3.44E-10	-0.474797736	-2.51E-07	-0.41157842
6.89E-10	-0.474797739	1.94E-07	-0.411579037
3.78E-07	-0.474798726	2.37E-07	-0.411580085
-3.16E-07	-0.47479922	-1.85E-07	-0.411580663
-3.21E-07	-0.474801074	-3.14E-07	-0.411581892
2.66E-07	-0.474801504	2.45E-07	-0.411582657
1.27E-07	-0.474801952	1.14E-07	-0.411582944
1.62E-07	-0.474802782	4.90E-08	-0.411583087
-1.19E-07	-0.474803084	7.85E-08	-0.411583401
2.14E-07	-0.474804154	-5.50E-08	-0.411583618
-1.65E-07	-0.474804518	1.08E-07	-0.411584055
-3.24E-07	-0.474805895	-7.76E-08	-0.411584346
2.53E-07	-0.474806424	-1.10E-07	-0.411584806
1.19E-07	-0.474806857	7.80E-08	-0.411585108
5.11E-08	-0.474807073	3.27E-08	-0.411585208
8.13E-08	-0.47480745	3.55E-07	-0.411586208
-5.71E-08	-0.474807617	-2.83E-07	-0.41158704
1.12E-07	-0.474808129	-1.37E-07	-0.411587362
-8.06E-08	-0.474808348	-2.68E-07	-0.411588365
-1.14E-07	-0.474808905	2.10E-07	-0.411589015
8.05E-08	-0.474809135	2.29E-07	-0.411590077
3.38E-08	-0.474809285	-1.71E-07	-0.411590671
1.38E-08	-0.474809349	-1.92E-07	-0.411591549
-2.76E-08	-0.474809468	1.46E-07	-0.411592031
-3.45E-07	-0.4748103	1.87E-07	-0.411592841
2.90E-07	-0.47481074	-1.44E-07	-0.411593304
2.92E-07	-0.474812436	-2.83E-07	-0.41159436
-2.31E-07	-0.4748129	2.21E-07	-0.411595045
-2.68E-07	-0.474814341	2.42E-07	-0.411596164
2.12E-07	-0.474814761	-1.80E-07	-0.41159679
2.24E-07	-0.474816029	-2.02E-07	-0.411597714
-1.68E-07	-0.474816433	1.54E-07	-0.411598222
-7.49E-08	-0.474816733	1.97E-07	-0.411599076
-3.13E-07	-0.474817793	-1.51E-07	-0.411599564
2.48E-07	-0.474818288	-2.98E-07	-0.411600676
2.63E-07	-0.474819773	2.33E-07	-0.411601398
-1.97E-07	-0.474820248	1.09E-07	-0.41160167
-2.16E-07	-0.474821446	1.32E-07	-0.411602257
1.65E-07	-0.474821816	-9.64E-08	-0.411602609
2.08E-07	-0.474822891	-1.31E-07	-0.411603165
-1.61E-07	-0.474823239	9.35E-08	-0.411603521
-1.80E-07	-0.474824227	3.95E-08	-0.41160364
1.34E-07	-0.474824563	6.34E-08	-0.411603893
5.85E-08	-0.474824805	-4.39E-08	-0.411604071
2.99E-07	-0.474825774	-3.21E-07	-0.411605008
-2.37E-07	-0.474826242	2.66E-07	-0.411605712
-3.33E-07	-0.474827875	2.75E-07	-0.411607017
2.58E-07	-0.474828431	-2.15E-07	-0.411607685
2.79E-07	-0.474829991	-2.57E-07	-0.41160883
-2.23E-07	-0.474830419	2.02E-07	-0.411609448
-2.51E-07	-0.474831793	3.17E-07	-0.411610723
2.01E-07	-0.474832176	-2.47E-07	-0.411611498
2.08E-07	-0.474833365	-1.15E-07	-0.411611789
-1.57E-07	-0.474833735	-3.08E-07	-0.411612847
-1.90E-07	-0.474834735	2.42E-07	-0.411613587
1.38E-07	-0.474835099	1.14E-07	-0.411613868
1.67E-07	-0.474835981	4.95E-08	-0.411614011
-1.25E-07	-0.474836286	2.03E-08	-0.411614075
-1.69E-07	-0.47483713	3.62E-08	-0.411614215
1.28E-07	-0.474837428	-2.46E-08	-0.411614318
1.53E-07	-0.474838239	-9.99E-09	-0.41161435
-1.12E-07	-0.474838532	-4.02E-09	-0.411614363
-2.71E-07	-0.474839601	8.04E-09	-0.411614393
2.21E-07	-0.47483999	3.42E-07	-0.411615267
2.37E-07	-0.47484132	-2.86E-07	-0.411615999
-1.83E-07	-0.474841719	-3.30E-07	-0.411617492
-2.25E-07	-0.474842896	2.64E-07	-0.411618261
1.75E-07	-0.474843268	2.96E-07	-0.411619616
1.94E-07	-0.474844339	-2.37E-07	-0.411620305
-1.44E-07	-0.474844698	-2.44E-07	-0.411621465
-6.33E-08	-0.474844957	1.84E-07	-0.411622085
-9.00E-08	-0.474845396	8.28E-08	-0.411622309
6.36E-08	-0.474845579	3.49E-08	-0.411622415
9.62E-08	-0.474846035	5.90E-08	-0.411622646
-6.73E-08	-0.474846234	3.47E-07	-0.4116234
-2.80E-08	-0.47484636	-2.94E-07	-0.411624126
-1.14E-08	-0.474846414	-2.94E-07	-0.411625541
2.27E-08	-0.474846511	2.34E-07	-0.411626235
3.69E-07	-0.474847418	2.66E-07	-0.411627446
-3.10E-07	-0.474847892	-2.12E-07	-0.411628072
-3.13E-07	-0.474849705	-2.84E-07	-0.411629282
2.46E-07	-0.474850203	2.20E-07	-0.411629978
2.87E-07	-0.474851746	1.02E-07	-0.411630238
-2.27E-07	-0.474852198	4.35E-08	-0.411630366
-2.40E-07	-0.474853558	7.04E-08	-0.411630646
1.80E-07	-0.474853992	-4.92E-08	-0.411630841
1.97E-07	-0.474855088	9.68E-08	-0.411631232
-1.51E-07	-0.474855426	-6.94E-08	-0.411631494
-4.32E-07	-0.474857044	-9.99E-08	-0.411631908
3.54E-07	-0.474857656	7.05E-08	-0.411632183
3.76E-07	-0.474859776	2.95E-08	-0.411632273
-3.06E-07	-0.474860315	4.89E-08	-0.411632466
-3.07E-07	-0.474862102	-3.37E-08	-0.411632604
2.35E-07	-0.47486263	-5.71E-08	-0.411632828
2.42E-07	-0.474864019	3.91E-08	-0.411632989
-1.89E-07	-0.474864415	1.60E-08	-0.41163304
-2.26E-07	-0.474865613	2.90E-08	-0.411633151
1.77E-07	-0.474865976	-1.97E-08	-0.411633234
2.75E-07	-0.474867266	-3.60E-07	-0.41163422
-2.14E-07	-0.474867722	3.00E-07	-0.411635001
-2.37E-07	-0.474869031	3.66E-07	-0.411636617
1.76E-07	-0.474869471	-3.10E-07	-0.411637378
2.00E-07	-0.47487056	-1.52E-07	-0.411637726
-1.52E-07	-0.474870912	-3.69E-07	-0.411639026
-1.96E-07	-0.474871913	3.01E-07	-0.411639858
1.50E-07	-0.474872248	3.22E-07	-0.411641363
1.73E-07	-0.474873184	-2.62E-07	-0.411642093
-1.27E-07	-0.474873509	-2.63E-07	-0.411643357
-5.55E-08	-0.47487374	2.01E-07	-0.411644014
-8.08E-08	-0.47487413	2.60E-07	-0.411645138
5.69E-08	-0.474874295	-2.09E-07	-0.411645742
8.75E-08	-0.474874707	-3.69E-07	-0.411647167
-6.10E-08	-0.474874888	2.99E-07	-0.411648011
-2.53E-08	-0.474875003	3.25E-07	-0.41164952
-4.35E-08	-0.474875198	-2.63E-07	-0.411650266
2.97E-08	-0.474875291	-2.66E-07	-0.411651541
1.21E-08	-0.474875348	2.02E-07	-0.411652211
2.22E-08	-0.474875445	9.16E-08	-0.411652456
-1.50E-08	-0.474875493	3.22E-07	-0.4116535
3.00E-08	-0.474875624	-2.54E-07	-0.411654268
-2.03E-08	-0.474875689	-1.21E-07	-0.411654562
-8.21E-09	-0.474875727	-1.42E-07	-0.4116552
-1.56E-08	-0.474875795	1.04E-07	-0.411655576
1.05E-08	-0.474875829	1.39E-07	-0.411656169
4.22E-09	-0.474875849	-9.94E-08	-0.411656545
8.17E-09	-0.474875884	-3.38E-07	-0.411657649
-5.48E-09	-0.474875902	2.77E-07	-0.411658403
-3.23E-07	-0.474876765	3.92E-07	-0.41166004
2.70E-07	-0.47487719	-3.16E-07	-0.411660946
3.20E-07	-0.474878895	-3.49E-07	-0.411662555
-2.56E-07	-0.474879382	2.81E-07	-0.411663361
-2.87E-07	-0.474880958	2.86E-07	-0.411664729
2.30E-07	-0.474881393	-2.17E-07	-0.411665453
2.37E-07	-0.474882751	-2.30E-07	-0.411666533
-1.79E-07	-0.474883171	1.78E-07	-0.411667097
-1.91E-07	-0.474884246	2.17E-07	-0.411668058
1.47E-07	-0.474884567	-1.70E-07	-0.411668586
1.81E-07	-0.474885516	-2.85E-07	-0.411669706
-1.35E-07	-0.474885848	2.22E-07	-0.4116704
2.37E-07	-0.474887047	1.03E-07	-0.411670661
-1.84E-07	-0.47488744	1.27E-07	-0.411671222
-3.25E-07	-0.474888882	-9.24E-08	-0.41167156
2.54E-07	-0.474889417	-1.26E-07	-0.411672095
2.54E-07	-0.474890897	9.01E-08	-0.411672439
-2.02E-07	-0.474891291	3.80E-08	-0.411672554
-2.30E-07	-0.474892541	3.61E-07	-0.411673582
1.83E-07	-0.474892895	-2.88E-07	-0.411674429
8.32E-08	-0.474893216	-1.39E-07	-0.411674757
1.17E-07	-0.47489379	-6.08E-08	-0.411674928
-8.45E-08	-0.474894019	-9.26E-08	-0.411675305
1.59E-07	-0.474894785	6.57E-08	-0.411675558
-1.19E-07	-0.474895074	-1.27E-07	-0.411676085
-1.48E-07	-0.474895845	9.31E-08	-0.411676422
1.07E-07	-0.474896131	1.25E-07	-0.411676954
4.61E-08	-0.474896328	-8.94E-08	-0.411677294
7.02E-08	-0.47489666	-3.13E-07	-0.41167831
-4.90E-08	-0.474896805	2.57E-07	-0.411679009
-7.79E-08	-0.474897167	2.71E-07	-0.411680284
5.40E-08	-0.47489733	-2.21E-07	-0.411680892
2.23E-08	-0.474897432	-2.21E-07	-0.41168196
3.90E-08	-0.474897606	1.70E-07	-0.411682511
-2.66E-08	-0.47489769	1.96E-07	-0.411683397
-4.49E-08	-0.474897892	-1.44E-07	-0.41168391
-3.80E-07	-0.47489877	-6.28E-08	-0.411684089
3.08E-07	-0.474899328	-3.44E-07	-0.411685128
1.52E-07	-0.474899829	2.73E-07	-0.411685941
2.50E-07	-0.474900972	1.31E-07	-0.411686255
-1.95E-07	-0.474901385	5.71E-08	-0.411686417
-2.15E-07	-0.474902576	8.79E-08	-0.411686773
