 Sw H + Iono O	South to North 	T = 12:00:00	
Nightside		Dayside	
X[R]	Z[R]	X[R]	Z[R]
-2.06E-07	-0.465355917	-2.92E-07	-0.424029009
1.53E-07	-0.465356322	-3.14E-07	-0.424030534
2.93E-07	-0.465357557	2.55E-07	-0.424031197
-2.37E-07	-0.46535802	2.57E-07	-0.424032481
-2.57E-07	-0.46535942	-1.96E-07	-0.424033085
2.08E-07	-0.465359829	-8.90E-08	-0.424033342
2.10E-07	-0.465361017	-2.99E-07	-0.424034339
-1.60E-07	-0.465361408	2.36E-07	-0.424035008
-1.88E-07	-0.465362392	2.52E-07	-0.424036235
1.38E-07	-0.46536277	-1.89E-07	-0.424036847
5.99E-08	-0.46536301	-3.21E-07	-0.424038139
8.85E-08	-0.465363425	2.59E-07	-0.424038823
-6.22E-08	-0.465363616	2.83E-07	-0.424040186
-2.59E-08	-0.465363727	-2.29E-07	-0.42404079
-4.35E-08	-0.46536392	-2.32E-07	-0.424041946
2.99E-08	-0.465364017	1.76E-07	-0.424042495
5.12E-08	-0.465364243	2.43E-07	-0.424043555
-3.51E-08	-0.465364358	-1.96E-07	-0.424044079
-1.43E-08	-0.465364421	-2.16E-07	-0.424045115
-2.61E-08	-0.465364533	1.66E-07	-0.424045623
1.77E-08	-0.465364593	2.09E-07	-0.424046569
3.48E-07	-0.465365557	-1.62E-07	-0.424047054
-2.89E-07	-0.465366061	-3.06E-07	-0.424048243
-2.96E-07	-0.465367722	2.39E-07	-0.424048939
2.32E-07	-0.465368237	1.12E-07	-0.424049245
2.75E-07	-0.465369666	4.82E-08	-0.424049398
-2.16E-07	-0.465370137	7.68E-08	-0.424049714
-3.28E-07	-0.465371658	-5.39E-08	-0.424049916
2.55E-07	-0.46537224	1.06E-07	-0.424050355
2.69E-07	-0.465373725	-7.61E-08	-0.424050624
-2.15E-07	-0.465374171	-3.18E-08	-0.424050731
-2.42E-07	-0.465375463	6.30E-08	-0.424050986
1.94E-07	-0.465375864	3.87E-07	-0.424051835
2.01E-07	-0.465376982	-3.27E-07	-0.42405258
-1.51E-07	-0.465377363	-3.36E-07	-0.424054247
-1.83E-07	-0.465378306	2.68E-07	-0.424054984
1.34E-07	-0.465378678	3.04E-07	-0.424056423
5.76E-08	-0.46537891	-2.42E-07	-0.424057086
2.38E-08	-0.465379014	-2.51E-07	-0.424058326
-4.74E-08	-0.465379219	1.90E-07	-0.424058929
-3.76E-07	-0.465380079	8.50E-08	-0.42405918
3.17E-07	-0.465380598	3.33E-07	-0.424060257
3.18E-07	-0.465382401	-2.64E-07	-0.424060998
-2.52E-07	-0.465382939	-1.26E-07	-0.42406133
-2.90E-07	-0.465384469	-1.47E-07	-0.424062017
2.30E-07	-0.465384955	1.08E-07	-0.424062383
2.42E-07	-0.465386293	1.43E-07	-0.424063018
-1.82E-07	-0.465386754	-1.03E-07	-0.424063386
-8.10E-08	-0.465387062	-4.36E-08	-0.424063528
-3.41E-08	-0.465387206	-6.90E-08	-0.424063813
6.73E-08	-0.465387504	4.79E-08	-0.424063996
3.65E-07	-0.465388282	1.97E-08	-0.424064063
-3.09E-07	-0.465388776	3.45E-08	-0.424064201
-3.09E-07	-0.46539053	-2.35E-08	-0.424064294
2.46E-07	-0.465391046	-4.16E-08	-0.42406446
2.79E-07	-0.465392529	2.83E-08	-0.424064573
-2.23E-07	-0.465392993	1.15E-08	-0.424064613
-2.32E-07	-0.465394282	2.14E-08	-0.424064697
1.75E-07	-0.465394722	-1.45E-08	-0.424064755
1.88E-07	-0.465395749	-5.84E-09	-0.424064776
-1.45E-07	-0.46539609	-2.34E-09	-0.424064784
-1.80E-07	-0.465397004	4.68E-09	-0.424064802
1.34E-07	-0.465397355	3.30E-07	-0.424065653
-2.35E-07	-0.465398523	-2.76E-07	-0.424066306
1.82E-07	-0.465398943	-2.80E-07	-0.424067701
2.04E-07	-0.465400034	2.20E-07	-0.424068329
-1.51E-07	-0.465400436	2.58E-07	-0.424069533
-6.62E-08	-0.465400695	-2.04E-07	-0.424070107
-3.34E-07	-0.465401771	-2.17E-07	-0.424071165
2.65E-07	-0.465402334	1.63E-07	-0.42407169
1.27E-07	-0.465402757	7.22E-08	-0.424071907
5.52E-08	-0.465402976	9.97E-08	-0.424072342
8.52E-08	-0.465403368	-7.09E-08	-0.4240726
-6.02E-08	-0.46540355	-1.05E-07	-0.424073045
1.17E-07	-0.465404084	7.38E-08	-0.424073321
-8.53E-08	-0.465404322	3.08E-08	-0.424073425
-3.59E-08	-0.465404473	1.25E-08	-0.424073468
7.09E-08	-0.465404787	-2.50E-08	-0.424073566
3.79E-07	-0.465405594	-3.76E-07	-0.424074485
-3.21E-07	-0.465406108	3.16E-07	-0.424075223
-3.21E-07	-0.465407933	3.18E-07	-0.424076814
2.56E-07	-0.46540847	-2.51E-07	-0.424077525
2.91E-07	-0.465410014	-2.92E-07	-0.424078893
-2.32E-07	-0.465410497	2.31E-07	-0.424079541
-2.41E-07	-0.465411838	2.45E-07	-0.424080737
1.82E-07	-0.465412296	-1.84E-07	-0.424081328
2.81E-07	-0.465413588	-2.01E-07	-0.424082294
-2.27E-07	-0.465414039	1.54E-07	-0.424082762
-3.80E-07	-0.465415729	1.93E-07	-0.424083637
3.08E-07	-0.465416336	-1.49E-07	-0.424084081
3.36E-07	-0.465418158	-1.68E-07	-0.424084878
-2.71E-07	-0.465418695	1.24E-07	-0.424085291
-2.75E-07	-0.465420246	1.60E-07	-0.424086007
2.09E-07	-0.46542076	-1.15E-07	-0.424086413
2.20E-07	-0.465421975	-3.50E-07	-0.424087606
-1.70E-07	-0.465422366	2.86E-07	-0.424088332
-2.07E-07	-0.46542343	3.04E-07	-0.424089815
1.62E-07	-0.465423792	-2.48E-07	-0.42409045
7.20E-08	-0.465424067	-2.56E-07	-0.424091714
1.06E-07	-0.465424565	1.97E-07	-0.424092309
-7.57E-08	-0.465424787	9.01E-08	-0.424092564
1.45E-07	-0.465425462	3.84E-08	-0.424092688
-1.07E-07	-0.465425749	1.57E-08	-0.424092743
-1.39E-07	-0.465426441	2.86E-08	-0.424092855
1.00E-07	-0.46542673	-1.94E-08	-0.424092933
4.26E-08	-0.465426905	-7.83E-09	-0.424092961
3.35E-07	-0.465427912	-1.48E-08	-0.424093019
-2.67E-07	-0.465428471	9.98E-09	-0.424093059
-1.28E-07	-0.465428895	4.02E-09	-0.424093073
-1.47E-07	-0.465429674	7.78E-09	-0.424093103
1.08E-07	-0.465429967	-5.21E-09	-0.424093125
1.42E-07	-0.465430671	-1.01E-08	-0.424093164
-1.02E-07	-0.465430967	6.77E-09	-0.424093192
-4.34E-08	-0.465431146	2.72E-09	-0.424093201
-6.81E-08	-0.465431457	5.34E-09	-0.424093222
4.73E-08	-0.465431607	-3.57E-09	-0.424093236
3.10E-07	-0.465432563	-1.43E-09	-0.424093242
-2.56E-07	-0.465433024	-2.83E-09	-0.424093252
-2.66E-07	-0.465434505	1.89E-09	-0.42409326
2.07E-07	-0.465434973	-3.78E-09	-0.424093275
2.49E-07	-0.465436259	2.52E-09	-0.424093285
-1.95E-07	-0.465436691	1.01E-09	-0.424093289
-2.11E-07	-0.465437841	2.01E-09	-0.424093296
1.58E-07	-0.465438252	-1.34E-09	-0.424093302
1.76E-07	-0.465439194	-3.72E-07	-0.424094279
-1.34E-07	-0.465439519	3.11E-07	-0.424095017
-1.70E-07	-0.465440375	3.16E-07	-0.42409659
1.26E-07	-0.465440712	-2.62E-07	-0.424097227
-2.25E-07	-0.46544182	-1.25E-07	-0.424097557
1.74E-07	-0.465442229	-3.84E-07	-0.42409886
1.98E-07	-0.465443278	3.14E-07	-0.424099657
-1.46E-07	-0.46544367	3.33E-07	-0.424101283
-6.37E-08	-0.465443922	-2.72E-07	-0.424101978
-2.65E-08	-0.465444036	-2.80E-07	-0.424103363
5.26E-08	-0.465444265	2.15E-07	-0.424104014
3.56E-07	-0.465445059	9.86E-08	-0.424104294
-3.00E-07	-0.465445547	1.26E-07	-0.42410486
-3.01E-07	-0.465447255	-9.08E-08	-0.42410518
2.39E-07	-0.465447762	-1.28E-07	-0.424105732
2.74E-07	-0.465449209	9.04E-08	-0.424106063
-2.18E-07	-0.465449667	3.80E-08	-0.424106189
-2.28E-07	-0.465450929	1.55E-08	-0.424106243
1.71E-07	-0.465451363	-3.10E-08	-0.424106364
1.85E-07	-0.465452374	-3.83E-07	-0.424107287
-1.43E-07	-0.465452711	3.22E-07	-0.424108037
-1.77E-07	-0.465453612	3.55E-07	-0.42410974
1.32E-07	-0.46545396	-2.84E-07	-0.424110514
-2.33E-07	-0.465455114	-3.19E-07	-0.42411203
1.80E-07	-0.46545553	2.55E-07	-0.424112725
2.02E-07	-0.465456611	2.64E-07	-0.424114028
-1.50E-07	-0.46545701	-1.99E-07	-0.424114659
-6.56E-08	-0.465457267	-3.00E-07	-0.424115924
-9.40E-08	-0.465457714	2.42E-07	-0.424116567
6.64E-08	-0.465457915	2.66E-07	-0.424117846
2.78E-08	-0.465458033	-2.15E-07	-0.424118417
1.13E-08	-0.465458084	-2.18E-07	-0.424119504
2.12E-08	-0.465458174	1.66E-07	-0.424120023
-1.43E-08	-0.465458222	1.97E-07	-0.424120937
2.86E-08	-0.465458343	-1.44E-07	-0.42412143
3.99E-07	-0.465459312	-1.73E-07	-0.424122228
-3.35E-07	-0.465459872	1.29E-07	-0.424122645
-3.37E-07	-0.46546178	1.73E-07	-0.424123409
2.81E-07	-0.465462266	-1.31E-07	-0.424123819
1.35E-07	-0.465462715	-1.56E-07	-0.424124543
1.70E-07	-0.465463572	1.14E-07	-0.424124933
-1.26E-07	-0.465463906	2.70E-07	-0.424125915
2.24E-07	-0.46546501	-2.20E-07	-0.424126482
-1.73E-07	-0.465465413	-2.36E-07	-0.424127629
-1.95E-07	-0.465466454	1.82E-07	-0.424128176
1.44E-07	-0.46546684	2.25E-07	-0.424129202
2.95E-07	-0.465468054	-1.75E-07	-0.424129715
-2.39E-07	-0.465468517	-3.05E-07	-0.424130933
-3.75E-07	-0.465470231	2.37E-07	-0.424131626
3.02E-07	-0.465470832	1.11E-07	-0.424131931
3.32E-07	-0.465472627	1.36E-07	-0.424132552
-2.68E-07	-0.46547316	-9.87E-08	-0.424132894
-3.13E-07	-0.465474799	-1.35E-07	-0.424133484
2.42E-07	-0.465475363	9.61E-08	-0.424133832
2.45E-07	-0.465476744	3.57E-07	-0.424134998
-1.93E-07	-0.465477165	-2.93E-07	-0.424135735
-2.25E-07	-0.465478345	-3.09E-07	-0.424137248
1.78E-07	-0.465478728	2.53E-07	-0.42413789
1.89E-07	-0.46547977	1.18E-07	-0.424138213
-1.42E-07	-0.465480134	4.22E-07	-0.424139601
-1.75E-07	-0.465481027	-3.46E-07	-0.424140471
1.27E-07	-0.465481385	-3.65E-07	-0.424142257
5.47E-08	-0.465481608	2.98E-07	-0.424143016
8.31E-08	-0.465481993	3.00E-07	-0.424144518
-5.81E-08	-0.465482174	-2.31E-07	-0.424145219
-2.41E-08	-0.465482278	-2.36E-07	-0.424146391
-4.12E-08	-0.46548246	1.85E-07	-0.424146923
2.82E-08	-0.465482552	2.19E-07	-0.42414794
4.90E-08	-0.465482766	-1.72E-07	-0.424148429
-3.34E-08	-0.465482876	-2.60E-07	-0.424149523
-5.59E-08	-0.465483125	2.02E-07	-0.424150118
3.88E-08	-0.465483248	3.57E-07	-0.424151538
-7.67E-08	-0.465483587	-2.78E-07	-0.424152351
-4.14E-07	-0.46548447	-2.79E-07	-0.424153749
3.51E-07	-0.46548503	2.22E-07	-0.424154361
3.51E-07	-0.465487023	2.52E-07	-0.424155553
-2.79E-07	-0.465487609	-2.01E-07	-0.424156105
-3.17E-07	-0.465489295	-9.13E-08	-0.424156369
2.53E-07	-0.465489821	-1.28E-07	-0.424156924
2.63E-07	-0.465491286	9.27E-08	-0.42415725
-1.98E-07	-0.465491786	-1.75E-07	-0.424158016
-3.07E-07	-0.465493197	1.31E-07	-0.424158439
2.48E-07	-0.46549369	1.62E-07	-0.424159179
2.72E-07	-0.46549516	-1.18E-07	-0.424159589
-2.19E-07	-0.465495597	-3.18E-07	-0.424160703
-1.01E-07	-0.46549596	2.59E-07	-0.424161366
-1.38E-07	-0.465496631	2.76E-07	-0.424162712
1.00E-07	-0.465496912	-2.25E-07	-0.424163292
-1.87E-07	-0.465497805	-1.05E-07	-0.424163582
1.41E-07	-0.46549816	-1.40E-07	-0.424164199
1.71E-07	-0.465499039	1.02E-07	-0.42416455
-1.24E-07	-0.465499386	-1.88E-07	-0.42416539
-3.12E-07	-0.465500583	1.43E-07	-0.424165837
2.54E-07	-0.465501067	3.27E-07	-0.424167036
3.81E-07	-0.465502843	-2.56E-07	-0.424167773
-3.07E-07	-0.465503456	-1.20E-07	-0.424168099
-3.38E-07	-0.46550528	-5.21E-08	-0.424168263
2.72E-07	-0.465505824	-8.23E-08	-0.424168604
3.22E-07	-0.4655075	5.78E-08	-0.424168819
-2.48E-07	-0.46550808	-1.13E-07	-0.424169292
-2.84E-07	-0.465509584	8.17E-08	-0.424169579
2.27E-07	-0.465510051	1.14E-07	-0.424170075
2.55E-07	-0.465511413	-8.12E-08	-0.424170372
-2.04E-07	-0.465511831	-3.41E-08	-0.424170485
-2.10E-07	-0.465513006	-5.57E-08	-0.424170712
1.59E-07	-0.465513403	3.84E-08	-0.424170861
1.91E-07	-0.465514391	3.07E-07	-0.424171758
-1.40E-07	-0.465514779	-2.55E-07	-0.42417238
-1.69E-07	-0.465515649	-3.26E-07	-0.424173844
1.26E-07	-0.465515975	2.61E-07	-0.424174549
1.70E-07	-0.465516807	2.91E-07	-0.424175938
-1.29E-07	-0.465517127	-2.34E-07	-0.424176566
-1.54E-07	-0.465517925	-2.39E-07	-0.424177754
1.13E-07	-0.465518237	1.81E-07	-0.424178325
4.87E-08	-0.465518432	1.93E-07	-0.424179264
2.01E-08	-0.46551852	-1.49E-07	-0.424179709
8.14E-09	-0.465518557	-1.83E-07	-0.424180545
1.55E-08	-0.465518622	1.36E-07	-0.42418099
-1.04E-08	-0.465518658	-2.38E-07	-0.424182087
-4.19E-09	-0.465518677	1.85E-07	-0.424182631
-8.14E-09	-0.465518711	3.25E-07	-0.424183927
5.45E-09	-0.46551873	-2.53E-07	-0.424184667
2.19E-09	-0.46551874	-2.54E-07	-0.424185939
4.30E-09	-0.465518758	2.02E-07	-0.424186496
-2.88E-09	-0.465518768	3.92E-07	-0.424188007
5.75E-09	-0.465518792	-3.18E-07	-0.424188837
-3.84E-09	-0.465518805	-3.45E-07	-0.424190503
-1.54E-09	-0.465518812	2.79E-07	-0.424191234
-3.05E-09	-0.465518825	3.12E-07	-0.42419272
2.04E-09	-0.465518832	-2.40E-07	-0.424193443
4.01E-09	-0.465518848	-2.80E-07	-0.424194752
3.61E-07	-0.465519782	2.24E-07	-0.42419536
-2.90E-07	-0.46552037	2.51E-07	-0.424196554
-1.41E-07	-0.465520825	-2.01E-07	-0.424197098
-6.24E-08	-0.465521067	-2.07E-07	-0.424198123
-9.35E-08	-0.465521503	1.56E-07	-0.424198617
6.66E-08	-0.465521701	1.88E-07	-0.424199486
-1.28E-07	-0.465522293	-1.37E-07	-0.424199958
9.44E-08	-0.465522549	-1.66E-07	-0.424200723
3.34E-07	-0.465523712	1.24E-07	-0.424201126
-2.64E-07	-0.465524282	1.67E-07	-0.424201862
-1.25E-07	-0.465524706	-1.27E-07	-0.42420226
-5.45E-08	-0.465524923	-1.51E-07	-0.42420296
-8.48E-08	-0.465525312	1.11E-07	-0.424203339
5.98E-08	-0.465525493	2.67E-07	-0.424204304
-1.17E-07	-0.465526023	-2.18E-07	-0.424204863
8.46E-08	-0.465526261	-2.33E-07	-0.424205995
3.55E-08	-0.465526412	1.80E-07	-0.424206534
-7.03E-08	-0.465526722	2.22E-07	-0.424207546
-3.91E-07	-0.465527561	-1.73E-07	-0.424208052
3.31E-07	-0.465528091	-3.00E-07	-0.424209251
3.35E-07	-0.465529982	2.34E-07	-0.424209934
-2.67E-07	-0.465530539	2.34E-07	-0.424211107
-3.02E-07	-0.465532148	-1.86E-07	-0.424211621
2.41E-07	-0.465532648	-3.63E-07	-0.424213016
2.51E-07	-0.465534044	2.94E-07	-0.424213783
-1.89E-07	-0.465534519	3.18E-07	-0.424215323
-8.46E-08	-0.465534839	-2.58E-07	-0.424215998
-3.56E-08	-0.465534989	-2.60E-07	-0.424217299
7.04E-08	-0.465535301	1.98E-07	-0.424217914
3.69E-07	-0.465536081	2.67E-07	-0.424219089
-3.12E-07	-0.465536579	-2.14E-07	-0.424219664
-3.13E-07	-0.465538355	-3.75E-07	-0.424221159
2.49E-07	-0.465538876	3.03E-07	-0.424221956
2.83E-07	-0.465540379	3.30E-07	-0.424223549
-2.26E-07	-0.465540847	-2.67E-07	-0.424224252
-2.34E-07	-0.465542151	-2.70E-07	-0.424225601
1.77E-07	-0.465542596	2.06E-07	-0.42422624
2.72E-07	-0.465543849	2.16E-07	-0.424227299
-2.19E-07	-0.465544286	-1.67E-07	-0.424227792
-3.69E-07	-0.465545923	-4.18E-07	-0.424229289
2.98E-07	-0.465546512	3.41E-07	-0.424230163
3.26E-07	-0.465548278	3.65E-07	-0.424231937
-2.63E-07	-0.465548799	-2.97E-07	-0.424232704
-2.67E-07	-0.465550303	-3.16E-07	-0.424234244
2.03E-07	-0.4655508	2.43E-07	-0.424234978
2.80E-07	-0.465552155	2.48E-07	-0.42423621
-2.25E-07	-0.465552609	-1.94E-07	-0.424236767
-3.91E-07	-0.465554323	-2.29E-07	-0.424237834
3.16E-07	-0.465554945	1.81E-07	-0.424238344
3.45E-07	-0.465556816	8.11E-08	-0.424238584
-2.79E-07	-0.465557366	1.17E-07	-0.424239085
-2.82E-07	-0.465558958	-8.40E-08	-0.424239384
2.15E-07	-0.465559484	1.60E-07	-0.424240077
2.25E-07	-0.46556073	-1.19E-07	-0.424240468
-1.75E-07	-0.46556113	-1.51E-07	-0.424241149
-2.12E-07	-0.46556222	1.09E-07	-0.424241531
1.66E-07	-0.46556259	4.66E-08	-0.424241681
7.38E-08	-0.465562872	7.19E-08	-0.424241981
1.08E-07	-0.465563382	-5.01E-08	-0.424242171
-7.75E-08	-0.465563609	-2.07E-08	-0.424242242
1.49E-07	-0.4655643	-3.57E-08	-0.424242385
-1.10E-07	-0.465564593	2.44E-08	-0.424242482
-1.42E-07	-0.465565302	4.27E-08	-0.424242652
1.02E-07	-0.465565597	-2.91E-08	-0.424242767
3.16E-07	-0.465566736	-1.19E-08	-0.424242809
-2.58E-07	-0.465567219	-4.77E-09	-0.424242826
-2.74E-07	-0.465568728	9.55E-09	-0.424242863
2.23E-07	-0.465569151	3.48E-07	-0.424243748
2.23E-07	-0.465570421	-2.91E-07	-0.424244434
-1.71E-07	-0.46557083	-2.95E-07	-0.424245904
-1.98E-07	-0.465571873	2.32E-07	-0.424246565
1.46E-07	-0.465572268	2.72E-07	-0.424247833
3.17E-07	-0.465573543	-2.15E-07	-0.424248436
-2.58E-07	-0.465574038	-2.28E-07	-0.424249549
-2.77E-07	-0.465575553	1.71E-07	-0.4242501
2.25E-07	-0.465575989	7.60E-08	-0.424250328
2.26E-07	-0.465577271	1.05E-07	-0.424250785
-1.73E-07	-0.46557769	-7.45E-08	-0.424251056
-2.02E-07	-0.465578748	-3.14E-08	-0.42425116
1.48E-07	-0.465579153	-5.08E-08	-0.424251368
3.36E-07	-0.465580486	3.51E-08	-0.424251504
-2.73E-07	-0.46558101	1.43E-08	-0.424251554
-2.93E-07	-0.465582615	-2.86E-08	-0.424251666
2.38E-07	-0.465583076	-3.95E-07	-0.424252625
2.40E-07	-0.465584434	3.32E-07	-0.424253398
-1.83E-07	-0.465584876	3.34E-07	-0.42425507
-8.31E-08	-0.465585182	-2.79E-07	-0.424255736
-3.53E-08	-0.465585329	-1.34E-07	-0.424256085
-1.44E-08	-0.465585393	-1.68E-07	-0.424256846
-5.79E-09	-0.465585419	1.25E-07	-0.424257259
1.16E-08	-0.465585468	-2.22E-07	-0.424258271
3.83E-07	-0.46558644	1.71E-07	-0.424258784
-3.21E-07	-0.465586984	1.94E-07	-0.424259702
-3.25E-07	-0.465588817	-1.43E-07	-0.424260179
2.70E-07	-0.46558929	-6.26E-08	-0.424260372
1.29E-07	-0.465589722	-9.02E-08	-0.424260759
1.64E-07	-0.465590545	6.36E-08	-0.424260994
-1.21E-07	-0.465590868	2.66E-08	-0.424261083
2.16E-07	-0.465591932	1.09E-08	-0.424261121
-1.67E-07	-0.465592323	4.37E-09	-0.424261136
-3.23E-07	-0.465593679	8.49E-09	-0.424261169
2.52E-07	-0.465594244	-5.69E-09	-0.424261192
1.18E-07	-0.465594656	-2.28E-09	-0.4242612
5.09E-08	-0.465594862	-4.49E-09	-0.424261218
8.10E-08	-0.46559523	3.00E-09	-0.42426123
-5.69E-08	-0.465595404	1.20E-09	-0.424261234
1.11E-07	-0.465595906	2.38E-09	-0.424261243
-8.03E-08	-0.465596137	-1.59E-09	-0.42426125
-1.13E-07	-0.465596679	3.18E-09	-0.424261262
8.02E-08	-0.46559692	-2.12E-09	-0.424261271
3.37E-08	-0.465597063	-8.51E-10	-0.424261274
1.38E-08	-0.465597124	-1.69E-09	-0.424261281
-2.75E-08	-0.465597241	1.13E-09	-0.424261285
-3.45E-07	-0.465598072	2.24E-09	-0.424261294
2.90E-07	-0.465598554	3.53E-07	-0.424262211
2.92E-07	-0.465600206	-2.83E-07	-0.424262972
-2.30E-07	-0.465600704	-2.90E-07	-0.424264412
-2.67E-07	-0.46560211	2.20E-07	-0.424265104
2.12E-07	-0.465602561	2.34E-07	-0.424266244
2.24E-07	-0.465603797	-1.81E-07	-0.424266782
-1.68E-07	-0.465604225	-2.21E-07	-0.424267796
-7.48E-08	-0.465604511	1.73E-07	-0.4242683
-1.03E-07	-0.465605009	2.94E-07	-0.424269485
7.31E-08	-0.465605225	-2.29E-07	-0.424270154
1.08E-07	-0.465605732	-2.29E-07	-0.424271305
-7.58E-08	-0.465605964	1.82E-07	-0.424271809
-1.08E-07	-0.46560648	2.08E-07	-0.424272791
7.78E-08	-0.465606704	-1.58E-07	-0.424273284
-1.48E-07	-0.465607398	-2.04E-07	-0.424274196
1.10E-07	-0.465607684	1.56E-07	-0.424274673
3.16E-07	-0.465608849	3.20E-07	-0.424275885
-2.49E-07	-0.465609393	-2.50E-07	-0.424276609
-1.18E-07	-0.465609795	-1.17E-07	-0.424276928
-1.40E-07	-0.465610523	-5.06E-08	-0.424277089
1.02E-07	-0.465610805	-8.03E-08	-0.424277421
1.37E-07	-0.465611479	5.64E-08	-0.424277631
-9.82E-08	-0.465611766	-1.10E-07	-0.424278092
-4.16E-08	-0.46561194	7.97E-08	-0.424278372
-1.70E-08	-0.465612015	1.12E-07	-0.424278857
3.40E-08	-0.465612161	-7.95E-08	-0.424279148
3.61E-07	-0.465613017	-3.34E-08	-0.424279259
-3.04E-07	-0.46561352	-5.46E-08	-0.424279482
-3.06E-07	-0.465615252	3.77E-08	-0.424279628
2.41E-07	-0.465615771	3.06E-07	-0.424280521
2.80E-07	-0.465617244	-2.54E-07	-0.42428114
-2.22E-07	-0.465617714	-3.24E-07	-0.424282599
-2.34E-07	-0.465619006	2.60E-07	-0.4242833
1.75E-07	-0.465619453	2.90E-07	-0.424284684
7.82E-08	-0.465619751	-2.33E-07	-0.424285309
1.07E-07	-0.465620271	-2.86E-07	-0.424286616
-7.63E-08	-0.465620497	2.21E-07	-0.424287276
-2.86E-07	-0.46562148	2.23E-07	-0.424288391
2.35E-07	-0.465621914	-1.76E-07	-0.42428889
2.47E-07	-0.465623282	-3.77E-07	-0.424290298
-1.92E-07	-0.465623722	3.06E-07	-0.424291091
-2.33E-07	-0.46562492	3.30E-07	-0.424292691
1.82E-07	-0.465625328	-2.68E-07	-0.424293387
3.01E-07	-0.465626675	-2.93E-07	-0.424294798
-2.35E-07	-0.465627207	2.26E-07	-0.424295479
-2.35E-07	-0.465628541	2.30E-07	-0.424296623
1.86E-07	-0.465628935	-1.80E-07	-0.424297138
3.69E-07	-0.465630472	-3.99E-07	-0.424298616
-2.99E-07	-0.465631052	3.24E-07	-0.424299454
-3.24E-07	-0.465632817	3.49E-07	-0.424301147
2.62E-07	-0.465633329	-2.83E-07	-0.424301883
2.65E-07	-0.465634826	-2.85E-07	-0.42430331
-2.02E-07	-0.465635316	2.17E-07	-0.424303981
-9.14E-08	-0.465635654	2.26E-07	-0.424305095
-1.20E-07	-0.465636248	-1.76E-07	-0.42430561
8.60E-08	-0.465636498	-2.12E-07	-0.424306587
2.78E-07	-0.465637488	1.66E-07	-0.424307064
-2.27E-07	-0.465637912	7.41E-08	-0.424307285
-3.25E-07	-0.46563946	1.08E-07	-0.424307746
2.62E-07	-0.465639985	-7.75E-08	-0.424308024
2.89E-07	-0.465641542	1.48E-07	-0.424308664
-2.32E-07	-0.465642009	-1.10E-07	-0.424309028
-2.37E-07	-0.465643342	-1.41E-07	-0.424309662
1.80E-07	-0.465643786	1.02E-07	-0.424310022
8.11E-08	-0.465644089	3.08E-07	-0.424311073
1.08E-07	-0.46564462	-2.52E-07	-0.424311713
-7.72E-08	-0.465644845	-2.68E-07	-0.42431302
-1.12E-07	-0.465645374	2.18E-07	-0.424313579
7.87E-08	-0.465645613	2.25E-07	-0.424314693
3.29E-08	-0.465645753	-1.73E-07	-0.424315217
1.34E-08	-0.465645813	-1.98E-07	-0.424316153
-2.68E-08	-0.465645927	1.46E-07	-0.424316643
-3.66E-07	-0.465646815	6.38E-08	-0.424316841
3.07E-07	-0.465647329	2.65E-08	-0.424316931
3.41E-07	-0.465649164	-5.27E-08	-0.424317142
-2.72E-07	-0.465649726	-3.60E-07	-0.424317948
-3.07E-07	-0.465651364	3.04E-07	-0.424318642
2.45E-07	-0.465651867	3.05E-07	-0.424320172
2.53E-07	-0.465653282	-2.42E-07	-0.424320844
-1.91E-07	-0.465653761	-2.77E-07	-0.424322151
-8.58E-08	-0.465654084	2.20E-07	-0.424322759
-1.16E-07	-0.46565465	2.31E-07	-0.424323893
8.26E-08	-0.465654892	-1.74E-07	-0.424324447
3.49E-08	-0.465655038	-7.75E-08	-0.424324678
5.58E-08	-0.465655291	-1.06E-07	-0.424325141
-3.86E-08	-0.465655414	7.53E-08	-0.424325413
-6.36E-08	-0.465655699	1.11E-07	-0.424325883
4.38E-08	-0.46565584	-7.78E-08	-0.424326173
1.80E-08	-0.465655919	-1.10E-07	-0.424326648
3.21E-08	-0.465656059	7.95E-08	-0.424326929
-2.18E-08	-0.465656131	-1.51E-07	-0.424327586
-8.86E-09	-0.465656171	1.12E-07	-0.424327952
-1.66E-08	-0.465656242	3.18E-07	-0.424329053
1.12E-08	-0.465656279	-2.50E-07	-0.424329764
-2.23E-08	-0.465656374	-1.18E-07	-0.424330081
1.51E-08	-0.465656425	-5.12E-08	-0.424330242
6.07E-09	-0.465656453	-8.03E-08	-0.424330576
1.17E-08	-0.465656502	5.66E-08	-0.424330786
-7.83E-09	-0.465656529	-1.10E-07	-0.424331249
-1.48E-08	-0.465656591	8.00E-08	-0.424331528
-3.74E-07	-0.465657531	1.11E-07	-0.424332011
3.01E-07	-0.465658135	-7.89E-08	-0.424332298
1.47E-07	-0.465658607	-3.09E-07	-0.424333296
2.60E-07	-0.46565974	2.54E-07	-0.424333931
-2.03E-07	-0.465660198	3.52E-07	-0.424335462
-2.24E-07	-0.465661406	-2.83E-07	-0.424336218
1.66E-07	-0.465661843	-3.13E-07	-0.424337718
1.87E-07	-0.465662843	2.52E-07	-0.42433839
-1.43E-07	-0.465663192	3.03E-07	-0.424339789
-1.83E-07	-0.465664108	-2.34E-07	-0.42434049
1.41E-07	-0.465664441	-2.66E-07	-0.424341749
