 Sw H + Iono O	South to North 	T = 12:00:00	
Nightside		Dayside	
X[R]	Z[R]	X[R]	Z[R]
-1.25E-08	-0.470805724	1.59E-07	-0.429275653
-3.43E-07	-0.470806589	2.87E-07	-0.4292768
2.87E-07	-0.470807052	-2.33E-07	-0.429277391
3.28E-07	-0.470808816	-2.53E-07	-0.429278631
-2.62E-07	-0.470809334	2.05E-07	-0.429279152
-2.95E-07	-0.470810931	9.44E-08	-0.429279426
2.36E-07	-0.470811395	1.28E-07	-0.429279997
2.43E-07	-0.470812774	-9.34E-08	-0.429280312
-1.84E-07	-0.470813218	1.73E-07	-0.429281089
-8.25E-08	-0.470813537	-1.31E-07	-0.429281492
-1.11E-07	-0.470814087	-1.58E-07	-0.429282231
7.93E-08	-0.470814313	1.15E-07	-0.429282617
3.36E-08	-0.470814457	4.97E-08	-0.42928278
5.35E-08	-0.470814703	3.11E-07	-0.429283718
-3.71E-08	-0.470814817	-2.47E-07	-0.429284384
-6.10E-08	-0.470815094	-2.59E-07	-0.429285678
4.21E-08	-0.470815226	1.95E-07	-0.429286286
1.73E-08	-0.470815304	2.12E-07	-0.429287325
6.97E-09	-0.470815336	-1.63E-07	-0.429287805
-1.39E-08	-0.470815395	-4.55E-07	-0.4292894
-3.40E-07	-0.470816247	3.72E-07	-0.429290316
2.84E-07	-0.470816704	3.95E-07	-0.429292274
3.23E-07	-0.470818446	-3.22E-07	-0.429293076
-2.59E-07	-0.470818957	-3.37E-07	-0.429294758
-2.90E-07	-0.470820532	2.59E-07	-0.42929552
2.33E-07	-0.470820989	3.09E-07	-0.429296972
2.95E-07	-0.470822492	-2.47E-07	-0.429297622
-2.28E-07	-0.470823002	-2.77E-07	-0.42929896
-1.05E-07	-0.470823388	2.22E-07	-0.429299541
-4.51E-08	-0.470823578	2.28E-07	-0.429300688
-7.31E-08	-0.470823911	-1.72E-07	-0.429301219
5.11E-08	-0.470824065	-2.56E-07	-0.429302316
-1.00E-07	-0.470824518	2.06E-07	-0.429302847
7.19E-08	-0.470824722	3.50E-07	-0.429304275
1.04E-07	-0.470825221	-2.83E-07	-0.429304997
-7.33E-08	-0.470825437	-3.09E-07	-0.429306509
-3.34E-07	-0.470826543	2.50E-07	-0.429307147
2.75E-07	-0.470827022	2.53E-07	-0.429308429
2.88E-07	-0.470828642	-1.92E-07	-0.429309012
-2.36E-07	-0.470829061	-2.02E-07	-0.429310018
-1.11E-07	-0.470829456	1.57E-07	-0.429310468
-1.45E-07	-0.470830185	1.90E-07	-0.429311354
1.07E-07	-0.470830468	-1.42E-07	-0.429311804
-1.95E-07	-0.470831422	2.46E-07	-0.429312956
1.49E-07	-0.47083177	-1.92E-07	-0.429313502
1.74E-07	-0.470832693	-2.12E-07	-0.429314533
-1.28E-07	-0.47083303	1.57E-07	-0.429315039
-5.54E-08	-0.470833257	2.97E-07	-0.429316206
-8.15E-08	-0.470833645	-2.41E-07	-0.429316815
5.73E-08	-0.470833816	-2.61E-07	-0.429318097
8.88E-08	-0.470834228	2.11E-07	-0.429318634
-6.18E-08	-0.470834417	2.37E-07	-0.42931978
-2.56E-08	-0.470834531	-1.83E-07	-0.429320315
-1.04E-08	-0.470834579	-2.08E-07	-0.429321315
2.07E-08	-0.470834667	1.53E-07	-0.429321816
3.75E-07	-0.470835594	6.71E-08	-0.42932203
-3.14E-07	-0.470836095	9.69E-08	-0.429322451
-3.17E-07	-0.470837914	-6.84E-08	-0.429322698
2.50E-07	-0.470838436	-3.11E-07	-0.429323683
2.91E-07	-0.470839987	2.56E-07	-0.429324299
-2.31E-07	-0.470840461	2.68E-07	-0.429325638
-2.44E-07	-0.470841826	-2.08E-07	-0.429326234
1.83E-07	-0.47084228	-2.52E-07	-0.429327412
2.00E-07	-0.470843381	1.97E-07	-0.429327965
-1.54E-07	-0.470843735	2.15E-07	-0.429329018
-1.93E-07	-0.470844723	-1.60E-07	-0.429329529
1.49E-07	-0.470845056	-2.91E-07	-0.429330689
6.58E-08	-0.470845318	2.36E-07	-0.429331286
9.90E-08	-0.470845785	2.56E-07	-0.429332543
-7.04E-08	-0.470845988	-2.07E-07	-0.42933307
1.36E-07	-0.47084662	-2.35E-07	-0.429334199
-9.98E-08	-0.470846883	1.81E-07	-0.429334728
-1.32E-07	-0.470847543	2.05E-07	-0.429335716
9.46E-08	-0.470847811	-1.52E-07	-0.429336211
3.15E-07	-0.470848933	-3.13E-07	-0.429337407
-2.58E-07	-0.470849392	2.54E-07	-0.429338047
-2.73E-07	-0.470850919	2.75E-07	-0.429339398
2.23E-07	-0.470851322	-2.23E-07	-0.429339961
2.27E-07	-0.470852617	-2.24E-07	-0.429341102
-1.74E-07	-0.470853015	1.71E-07	-0.429341616
-2.00E-07	-0.470854087	2.01E-07	-0.429342567
1.47E-07	-0.470854471	-1.47E-07	-0.429343054
3.12E-07	-0.470855751	-1.74E-07	-0.429343876
-2.54E-07	-0.470856219	1.31E-07	-0.429344285
-2.73E-07	-0.470857732	1.74E-07	-0.429345066
2.22E-07	-0.470858145	-1.32E-07	-0.429345466
2.23E-07	-0.470859427	-2.97E-07	-0.429346573
-1.70E-07	-0.470859826	2.33E-07	-0.429347225
-1.99E-07	-0.470860884	1.10E-07	-0.429347532
1.46E-07	-0.470861272	2.68E-07	-0.429348504
3.32E-07	-0.470862602	-2.10E-07	-0.429349089
-2.70E-07	-0.470863098	-3.31E-07	-0.429350478
-2.90E-07	-0.470864709	2.58E-07	-0.429351214
2.36E-07	-0.470865146	2.69E-07	-0.429352559
2.37E-07	-0.470866509	-2.15E-07	-0.42935313
-1.81E-07	-0.470866932	-4.06E-07	-0.429354726
-2.12E-07	-0.470868056	3.29E-07	-0.429355558
1.55E-07	-0.470868466	3.57E-07	-0.429357311
1.83E-07	-0.470869435	-2.89E-07	-0.429358045
-1.38E-07	-0.470869773	-3.25E-07	-0.429359613
-1.83E-07	-0.470870685	2.50E-07	-0.429360345
1.39E-07	-0.470871013	2.54E-07	-0.429361631
3.10E-07	-0.470872263	-2.00E-07	-0.429362185
-2.43E-07	-0.470872782	-4.38E-07	-0.429363828
-1.14E-07	-0.470873188	3.57E-07	-0.42936472
-2.80E-07	-0.47087428	3.84E-07	-0.429366611
2.19E-07	-0.470874745	-3.11E-07	-0.429367395
3.46E-07	-0.470876342	-3.39E-07	-0.429369057
-2.69E-07	-0.470876932	2.62E-07	-0.429369824
-2.70E-07	-0.470878486	2.66E-07	-0.42937117
2.14E-07	-0.470878922	-2.09E-07	-0.42937175
2.45E-07	-0.470880238	-2.46E-07	-0.429372913
-1.95E-07	-0.470880631	1.94E-07	-0.429373444
-8.84E-08	-0.470880967	2.07E-07	-0.429374467
-1.25E-07	-0.470881573	-1.55E-07	-0.429374954
9.01E-08	-0.470881824	-6.87E-08	-0.429375168
-1.70E-07	-0.470882635	-9.51E-08	-0.429375588
1.27E-07	-0.470882953	6.76E-08	-0.429375828
1.59E-07	-0.47088377	1.00E-07	-0.429376259
-1.15E-07	-0.470884086	-7.04E-08	-0.429376516
-3.15E-07	-0.470885273	-2.93E-08	-0.429376618
2.58E-07	-0.470885738	-4.94E-08	-0.42937682
2.74E-07	-0.470887267	3.39E-08	-0.42937695
-2.23E-07	-0.470887675	1.39E-08	-0.429377
-2.24E-07	-0.470888964	2.51E-08	-0.4293771
1.71E-07	-0.470889361	-1.70E-08	-0.429377167
1.99E-07	-0.470890421	-3.10E-08	-0.429377291
-1.46E-07	-0.470890805	2.10E-08	-0.429377373
-3.22E-07	-0.470892107	8.51E-09	-0.429377405
2.62E-07	-0.470892588	1.61E-08	-0.429377468
2.82E-07	-0.47089415	-1.08E-08	-0.429377511
-2.29E-07	-0.470894574	-2.01E-08	-0.429377591
-1.06E-07	-0.47089496	-3.77E-07	-0.429378523
-1.43E-07	-0.470895667	3.03E-07	-0.429379306
1.04E-07	-0.470895948	1.49E-07	-0.429379691
-1.92E-07	-0.470896882	1.65E-07	-0.429380492
1.46E-07	-0.47089723	-1.22E-07	-0.429380885
1.74E-07	-0.470898146	-1.56E-07	-0.429381598
-1.27E-07	-0.470898486	1.13E-07	-0.429381985
-5.51E-08	-0.470898714	3.34E-07	-0.429383139
-3.37E-07	-0.470899769	-2.73E-07	-0.42938381
2.68E-07	-0.470900311	-2.90E-07	-0.429385247
1.28E-07	-0.47090075	2.36E-07	-0.429385833
2.65E-07	-0.470901848	1.10E-07	-0.429386147
-2.07E-07	-0.470902293	1.47E-07	-0.429386805
-3.39E-07	-0.470903834	-1.07E-07	-0.429387163
2.64E-07	-0.470904411	1.97E-07	-0.429388053
2.64E-07	-0.470905935	-1.50E-07	-0.429388507
-2.10E-07	-0.470906361	-1.77E-07	-0.429389344
-2.40E-07	-0.470907651	1.30E-07	-0.429389775
1.91E-07	-0.470908035	3.02E-07	-0.429390889
2.00E-07	-0.470909159	-2.46E-07	-0.429391503
-1.50E-07	-0.470909526	-2.64E-07	-0.429392806
-1.83E-07	-0.470910479	2.15E-07	-0.429393345
1.33E-07	-0.470910841	9.95E-08	-0.429393631
1.63E-07	-0.470911687	1.34E-07	-0.429394229
-1.21E-07	-0.470911992	-9.76E-08	-0.429394556
-1.65E-07	-0.470912805	1.80E-07	-0.429395368
1.24E-07	-0.470913105	-1.37E-07	-0.429395785
1.50E-07	-0.470913889	-3.18E-07	-0.429396959
-1.09E-07	-0.470914182	2.50E-07	-0.429397656
-4.72E-08	-0.470914378	1.18E-07	-0.429397985
-7.06E-08	-0.470914711	5.08E-08	-0.429398151
4.95E-08	-0.47091486	8.02E-08	-0.429398487
7.76E-08	-0.470915219	-5.64E-08	-0.429398692
-5.39E-08	-0.470915384	1.10E-07	-0.429399158
-2.23E-08	-0.470915484	-7.97E-08	-0.429399431
-3.87E-08	-0.470915655	-3.33E-08	-0.429399547
2.64E-08	-0.47091574	6.61E-08	-0.429399818
1.08E-08	-0.47091579	3.91E-07	-0.429400668
1.98E-08	-0.470915875	-3.31E-07	-0.429401392
-1.34E-08	-0.470915919	-3.31E-07	-0.429403081
-2.48E-08	-0.470916027	2.63E-07	-0.429403788
1.68E-08	-0.470916082	3.00E-07	-0.429405227
6.77E-09	-0.470916113	-2.39E-07	-0.429405865
1.29E-08	-0.470916169	-2.49E-07	-0.429407111
-8.70E-09	-0.470916198	1.88E-07	-0.429407694
-3.50E-09	-0.470916214	2.93E-07	-0.429408929
-6.81E-09	-0.470916243	-2.37E-07	-0.429409536
4.56E-09	-0.470916258	-2.60E-07	-0.429410805
-9.12E-09	-0.470916297	2.09E-07	-0.429411343
6.11E-09	-0.470916317	9.63E-08	-0.429411625
2.45E-09	-0.470916329	1.32E-07	-0.429412209
4.82E-09	-0.470916349	-9.58E-08	-0.429412534
-3.22E-09	-0.47091636	1.79E-07	-0.429413332
-1.29E-09	-0.470916366	-1.35E-07	-0.429413748
-2.56E-09	-0.470916377	-3.34E-07	-0.429414958
1.71E-09	-0.470916382	2.62E-07	-0.429415687
6.84E-10	-0.470916386	1.24E-07	-0.429416032
1.36E-09	-0.470916391	5.35E-08	-0.429416207
-9.08E-10	-0.470916395	8.43E-08	-0.42941656
-1.81E-09	-0.470916402	-5.93E-08	-0.429416776
1.20E-09	-0.470916406	1.16E-07	-0.429417265
4.82E-10	-0.470916408	-8.38E-08	-0.429417552
9.61E-10	-0.470916412	-3.51E-08	-0.429417673
-6.41E-10	-0.470916415	6.95E-08	-0.429417958
-1.28E-09	-0.47091642	4.07E-07	-0.429418841
-3.50E-07	-0.470917331	-3.44E-07	-0.429419594
2.81E-07	-0.470917876	-3.44E-07	-0.429421352
2.88E-07	-0.470919513	2.74E-07	-0.429422087
-2.18E-07	-0.470920036	3.12E-07	-0.429423584
-2.32E-07	-0.470921329	-2.49E-07	-0.429424247
1.79E-07	-0.470921729	-3.32E-07	-0.429425735
2.20E-07	-0.470922868	2.57E-07	-0.429426478
-1.71E-07	-0.47092324	2.59E-07	-0.429427796
-2.92E-07	-0.470924544	-2.05E-07	-0.429428355
2.27E-07	-0.470925039	-2.37E-07	-0.429429485
1.06E-07	-0.470925421	1.88E-07	-0.429429994
1.30E-07	-0.470926095	8.49E-08	-0.42943025
-9.45E-08	-0.470926352	1.21E-07	-0.429430778
-1.29E-07	-0.470926989	-8.71E-08	-0.429431079
9.22E-08	-0.470927254	1.65E-07	-0.429431806
3.44E-07	-0.470928444	-1.23E-07	-0.429432198
-2.82E-07	-0.470928941	-1.55E-07	-0.429432909
-3.94E-07	-0.470930863	1.12E-07	-0.429433291
3.17E-07	-0.470931473	4.80E-08	-0.429433451
3.51E-07	-0.470933389	3.42E-07	-0.429434466
-2.82E-07	-0.470933932	-2.72E-07	-0.429435195
-2.88E-07	-0.470935574	-1.31E-07	-0.429435547
2.18E-07	-0.470936096	-1.51E-07	-0.429436267
2.31E-07	-0.470937388	1.11E-07	-0.429436631
-1.79E-07	-0.470937786	1.45E-07	-0.429437288
-2.19E-07	-0.470938922	-1.04E-07	-0.429437651
1.71E-07	-0.470939292	-3.37E-07	-0.429438791
1.87E-07	-0.47094032	2.76E-07	-0.429439465
-1.39E-07	-0.470940674	2.92E-07	-0.429440914
-6.14E-08	-0.47094092	-2.38E-07	-0.429441502
-8.68E-08	-0.47094134	-1.11E-07	-0.429441818
6.14E-08	-0.47094152	-4.04E-07	-0.429443153
9.26E-08	-0.470941956	3.32E-07	-0.429443959
-6.48E-08	-0.470942151	3.49E-07	-0.429445699
-3.51E-07	-0.470943274	-2.86E-07	-0.429446402
2.90E-07	-0.470943773	-2.86E-07	-0.429447861
3.01E-07	-0.470945474	2.20E-07	-0.429448509
-2.48E-07	-0.47094591	2.67E-07	-0.429449755
-1.16E-07	-0.470946324	-2.14E-07	-0.429450316
-1.52E-07	-0.470947089	-3.86E-07	-0.429451858
1.12E-07	-0.470947384	3.12E-07	-0.42945265
-2.04E-07	-0.470948384	3.40E-07	-0.429454316
1.56E-07	-0.470948746	-2.75E-07	-0.429455015
1.81E-07	-0.470949711	-2.78E-07	-0.429456426
-1.33E-07	-0.470950062	2.11E-07	-0.429457065
-2.97E-07	-0.47095126	2.21E-07	-0.429458171
2.42E-07	-0.470951703	-1.72E-07	-0.429458663
2.60E-07	-0.470953146	-2.08E-07	-0.429459636
-2.11E-07	-0.470953537	1.63E-07	-0.429460094
-2.29E-07	-0.470954803	2.66E-07	-0.429461195
1.77E-07	-0.470955204	-2.07E-07	-0.429461785
2.01E-07	-0.470956288	-2.29E-07	-0.429462899
-1.49E-07	-0.470956674	1.70E-07	-0.429463446
-6.49E-08	-0.470956938	1.93E-07	-0.429464374
-9.39E-08	-0.470957388	-1.46E-07	-0.429464818
6.62E-08	-0.470957584	-1.88E-07	-0.429465675
2.77E-08	-0.470957705	1.45E-07	-0.429466102
3.21E-07	-0.470958633	1.66E-07	-0.429466897
-2.57E-07	-0.470959143	-1.22E-07	-0.429467298
-2.66E-07	-0.470960649	-5.34E-08	-0.429467469
2.01E-07	-0.470961137	-7.76E-08	-0.429467805
2.16E-07	-0.470962335	5.47E-08	-0.429468003
-1.66E-07	-0.470962712	2.25E-08	-0.429468083
-2.06E-07	-0.470963776	-4.49E-08	-0.429468263
1.60E-07	-0.470964128	-3.98E-07	-0.429469187
2.82E-07	-0.47096537	3.35E-07	-0.429469932
-2.20E-07	-0.470965847	3.60E-07	-0.429471707
-2.42E-07	-0.470967173	-2.87E-07	-0.429472468
1.80E-07	-0.47096763	-3.24E-07	-0.42947403
3.38E-07	-0.470969081	2.59E-07	-0.429474713
-2.74E-07	-0.470969592	3.33E-07	-0.429476229
-2.97E-07	-0.470971233	-2.58E-07	-0.429476976
2.41E-07	-0.470971684	-2.87E-07	-0.429478367
2.43E-07	-0.470973078	2.29E-07	-0.429478972
-1.85E-07	-0.470973514	2.58E-07	-0.429480216
-2.51E-07	-0.470974753	-2.06E-07	-0.429480758
2.01E-07	-0.470975142	-9.39E-08	-0.429481037
2.23E-07	-0.470976361	-1.31E-07	-0.429481614
-1.71E-07	-0.470976758	9.48E-08	-0.429481938
-2.16E-07	-0.470977862	-1.78E-07	-0.429482728
1.67E-07	-0.470978237	1.34E-07	-0.429483147
1.89E-07	-0.470979257	1.65E-07	-0.429483911
-1.39E-07	-0.470979618	-1.20E-07	-0.429484315
-6.10E-08	-0.470979866	-3.15E-07	-0.429485437
-2.54E-08	-0.470979978	2.57E-07	-0.429486072
-4.45E-08	-0.470980175	2.74E-07	-0.429487429
3.06E-08	-0.470980271	-2.23E-07	-0.429487985
-6.08E-08	-0.470980538	-1.04E-07	-0.429488283
4.24E-08	-0.470980667	-1.39E-07	-0.429488904
6.80E-08	-0.470980978	1.01E-07	-0.429489243
-4.71E-08	-0.470981124	-1.87E-07	-0.429490085
-1.94E-08	-0.470981211	1.42E-07	-0.429490516
-3.41E-08	-0.470981362	3.25E-07	-0.42949172
2.33E-08	-0.470981437	-2.55E-07	-0.429492432
9.45E-09	-0.47098148	-1.20E-07	-0.429492768
1.75E-08	-0.470981556	-5.18E-08	-0.429492937
-1.18E-08	-0.470981595	-8.18E-08	-0.42949328
-2.21E-08	-0.47098169	5.75E-08	-0.42949349
1.49E-08	-0.470981739	-1.13E-07	-0.429493965
3.79E-07	-0.470982778	8.13E-08	-0.429494244
-3.16E-07	-0.470983298	3.40E-08	-0.429494362
-3.22E-07	-0.470985137	-6.74E-08	-0.429494638
2.67E-07	-0.47098559	-4.00E-07	-0.429495508
1.27E-07	-0.470986033	3.38E-07	-0.429496248
1.63E-07	-0.470986857	3.39E-07	-0.429497976
-1.20E-07	-0.470987169	-2.69E-07	-0.429498699
2.16E-07	-0.470988237	-3.07E-07	-0.429500172
-1.66E-07	-0.470988616	2.45E-07	-0.429500824
-1.90E-07	-0.470989636	2.55E-07	-0.429502099
1.40E-07	-0.470990002	-1.92E-07	-0.429502695
6.11E-08	-0.470990251	-2.07E-07	-0.429503716
8.88E-08	-0.470990677	1.60E-07	-0.429504184
-6.26E-08	-0.470990862	1.98E-07	-0.429505099
-2.62E-08	-0.470990977	-1.54E-07	-0.42950554
-4.36E-08	-0.470991173	-1.71E-07	-0.429506372
3.00E-08	-0.470991267	1.27E-07	-0.429506781
5.10E-08	-0.470991495	1.63E-07	-0.429507523
-3.49E-08	-0.470991606	-1.17E-07	-0.429507927
-1.43E-08	-0.470991671	-5.01E-08	-0.429508094
-2.60E-08	-0.470991784	-2.06E-08	-0.429508168
1.76E-08	-0.470991842	4.10E-08	-0.429508332
7.12E-09	-0.470991875	3.81E-07	-0.429509222
1.35E-08	-0.470991933	-3.21E-07	-0.429509936
-9.07E-09	-0.470991963	-3.22E-07	-0.429511577
-1.72E-08	-0.470992036	2.69E-07	-0.429512192
1.16E-08	-0.470992075	1.29E-07	-0.42951254
4.66E-09	-0.470992096	3.67E-07	-0.429513822
9.02E-09	-0.470992135	-3.00E-07	-0.429514559
-6.05E-09	-0.470992155	-3.19E-07	-0.429516139
-1.16E-08	-0.470992204	2.60E-07	-0.429516785
-3.63E-07	-0.470993123	2.60E-07	-0.429518112
2.92E-07	-0.470993685	-1.99E-07	-0.429518705
1.43E-07	-0.470994156	-9.09E-08	-0.429518975
6.30E-08	-0.470994407	-1.17E-07	-0.429519508
2.61E-08	-0.470994523	8.45E-08	-0.429519801
4.51E-08	-0.470994723	1.20E-07	-0.429520325
-3.08E-08	-0.470994822	-8.48E-08	-0.429520629
-1.26E-08	-0.470994879	-3.56E-08	-0.429520751
-2.31E-08	-0.470994979	-5.85E-08	-0.429520993
1.56E-08	-0.47099503	4.03E-08	-0.429521146
3.27E-07	-0.470995934	3.36E-07	-0.429522124
-2.72E-07	-0.470996384	-2.78E-07	-0.429522778
-3.30E-07	-0.470998104	-2.87E-07	-0.429524221
2.64E-07	-0.470998622	2.36E-07	-0.429524788
2.95E-07	-0.471000228	1.11E-07	-0.429525099
-2.37E-07	-0.47100069	3.69E-07	-0.429526342
-2.95E-07	-0.471002209	-3.02E-07	-0.429527079
2.28E-07	-0.471002719	-3.19E-07	-0.429528667
2.30E-07	-0.471004041	2.61E-07	-0.429529311
-1.82E-07	-0.47100442	2.61E-07	-0.429530643
-3.87E-07	-0.471006006	-2.00E-07	-0.429531235
3.15E-07	-0.471006586	-2.47E-07	-0.42953238
3.39E-07	-0.471008467	1.98E-07	-0.429532899
-2.75E-07	-0.471008978	3.55E-07	-0.429534322
-2.77E-07	-0.471010572	-2.88E-07	-0.429535051
2.11E-07	-0.471011066	-3.13E-07	-0.429536586
9.60E-08	-0.47101143	2.53E-07	-0.42953723
3.26E-07	-0.471012586	2.56E-07	-0.42953853
-2.57E-07	-0.471013121	-1.95E-07	-0.429539119
-1.22E-07	-0.471013547	-2.04E-07	-0.429540138
-5.31E-08	-0.471013764	1.59E-07	-0.429540591
-8.27E-08	-0.471014148	1.92E-07	-0.429541488
5.84E-08	-0.471014321	-1.44E-07	-0.429541942
-1.14E-07	-0.471014842	2.49E-07	-0.429543105
8.26E-08	-0.471015068	-1.94E-07	-0.429543655
3.46E-08	-0.471015219	-2.13E-07	-0.429544696
-6.86E-08	-0.471015524	1.59E-07	-0.429545205
-3.83E-07	-0.471016348	6.99E-08	-0.429545426
3.25E-07	-0.471016839	9.89E-08	-0.429545858
3.25E-07	-0.471018712	-7.00E-08	-0.429546109
-2.58E-07	-0.471019232	-2.95E-07	-0.429547055
-2.94E-07	-0.471020815	2.43E-07	-0.42954764
2.34E-07	-0.471021282	3.33E-07	-0.429549114
2.44E-07	-0.471022659	-2.67E-07	-0.429549807
-1.84E-07	-0.471023107	-2.96E-07	-0.429551248
-2.85E-07	-0.471024433	2.38E-07	-0.429551865
2.30E-07	-0.471024871	2.43E-07	-0.429553094
2.53E-07	-0.471026259	-1.84E-07	-0.429553657
-2.04E-07	-0.471026647	-8.31E-08	-0.42955391
-2.39E-07	-0.471027916	-3.07E-07	-0.429554919
1.84E-07	-0.47102833	2.42E-07	-0.42955558
2.09E-07	-0.471029459	2.58E-07	-0.429556857
-1.54E-07	-0.471029859	-1.93E-07	-0.429557464
-3.16E-07	-0.471031172	-2.12E-07	-0.4295585
2.57E-07	-0.471031647	1.62E-07	-0.429558982
2.77E-07	-0.471033182	2.04E-07	-0.429559921
-2.25E-07	-0.4710336	-1.58E-07	-0.429560379
-1.04E-07	-0.471033981	-1.78E-07	-0.429561238
-1.41E-07	-0.471034676	1.32E-07	-0.429561664
1.02E-07	-0.471034953	5.76E-08	-0.429561848
-1.90E-07	-0.471035872	8.28E-08	-0.429562209
1.38E-07	-0.471036245	-5.84E-08	-0.429562419
1.15E-06	-0.471039694	-8.90E-08	-0.429562798
2.30E-06	-0.471042707	6.22E-08	-0.429563027
3.93E-06	-0.471046962	2.58E-08	-0.429563118
7.02E-06	-0.471055051	1.05E-08	-0.429563156
1.39E-05	-0.471072938	-2.09E-08	-0.429563238
2.28E-05	-0.471096397	-3.52E-07	-0.429564104
3.98E-05	-0.471140777	2.95E-07	-0.429564768
7.21E-05	-0.471225477	2.98E-07	-0.429566281
0.000134443	-0.471388487	-2.35E-07	-0.429566926
0.000268691	-0.471739784	-2.73E-07	-0.429568225
0.000455031	-0.472227394	2.16E-07	-0.429568813
0.00080893	-0.473153469	2.29E-07	-0.429569951
0.001486976	-0.474927762	-1.72E-07	-0.429570489
0.002796353	-0.478354105	-7.65E-08	-0.429570726
0.005592666	-0.485671424	-3.23E-07	-0.429571762
0.009132588	-0.4949346	2.56E-07	-0.429572456
0.014301863	-0.513163291	1.22E-07	-0.429572789
0.019342567	-0.535751338	1.43E-07	-0.429573466
0.023096747	-0.559904737	-1.05E-07	-0.429573812
0.026311181	-0.586030801	-1.39E-07	-0.429574435
0.029088252	-0.615057938	9.93E-08	-0.429574782
0.031260246	-0.645296434	3.32E-07	-0.429575898
0.03314767	-0.674539972	-2.72E-07	-0.429576561
0.035256155	-0.703448878	-3.87E-07	-0.42957825
0.037545452	-0.732120127	3.11E-07	-0.429579054
0.039782707	-0.760995771	3.44E-07	-0.429580727
0.041923542	-0.790574258	-2.76E-07	-0.429581442
0.044181291	-0.819897976	-3.31E-07	-0.429582997
0.046613564	-0.849041559	2.56E-07	-0.42958374
0.04903165	-0.878068892	2.59E-07	-0.429585054
0.051456198	-0.907833369	-2.04E-07	-0.429585615
0.053935095	-0.937450684	-2.38E-07	-0.429586745
0.055726335	-0.958008536	1.88E-07	-0.429587257
0.056954868	-0.971870196	8.48E-08	-0.429587515
0.057777464	-0.98118454	1.22E-07	-0.429588044
0.058327482	-0.987428606	-8.73E-08	-0.429588347
0.058694889	-0.99160727	1.66E-07	-0.429589075
0.058940152	-0.99440033	-1.24E-07	-0.42958947
0.059103806	-0.996265665	-1.56E-07	-0.429590186
0.059212973	-0.997510705	1.13E-07	-0.429590571
0.05928578	-0.998341395	4.83E-08	-0.429590732
0.05933433	-0.998895486	7.42E-08	-0.429591046
0.059366703	-0.999265012	-5.18E-08	-0.429591238
0.059388287	-0.999511421	-2.15E-08	-0.429591313
0.059402678	-0.999675721	-3.69E-08	-0.429591463
0.059412272	-0.999785265	2.52E-08	-0.42959156
0.059418669	-0.9998583	4.40E-08	-0.429591739
0.059422933	-0.999906993	-3.00E-08	-0.429591855
0.059425776	-0.999939455	-1.22E-08	-0.429591899
0.059427671	-0.999961097	-2.26E-08	-0.429591989
0.059428935	-0.999975525	1.53E-08	-0.429592049
0.059429777	-0.999985144	6.16E-09	-0.429592072
0.059430339	-0.999991557	1.18E-08	-0.429592118
0.059430713	-0.999995832	-7.90E-09	-0.429592149
0.059430963	-0.999998682	1.58E-08	-0.429592211
0.059431129	-1.000000582	-1.06E-08	-0.429592254
0.059431296	-1.000002483	-4.27E-09	-0.429592269
0.059432627	-1.000017683	-8.30E-09	-0.429592302
0.059475208	-1.00050382	5.56E-09	-0.429592324
0.059645388	-1.002444956	3.66E-07	-0.429593294
0.059985679	-1.006317944	-3.05E-07	-0.429593995
0.062646804	-1.036191568	-3.62E-07	-0.429595701
0.065343107	-1.0659637	2.90E-07	-0.429596461
0.068060265	-1.095612835	3.24E-07	-0.429598031
0.07079601	-1.12511694	-2.60E-07	-0.42959871
0.073645431	-1.155088119	-2.67E-07	-0.429600057
0.07655125	-1.184999102	2.02E-07	-0.429600677
0.079435968	-1.214826497	2.16E-07	-0.429601745
0.082315231	-1.244530356	-1.67E-07	-0.429602228
0.085321077	-1.274511817	-2.05E-07	-0.429603179
0.088401591	-1.30453048	1.60E-07	-0.429603632
0.091453532	-1.334484096	7.07E-08	-0.429603853
0.094489617	-1.364342258	1.05E-07	-0.429604304
0.097635045	-1.394352348	-7.49E-08	-0.429604568
0.100866565	-1.424456571	1.44E-07	-0.429605192
0.104093142	-1.454501916	-1.06E-07	-0.429605539
0.107294831	-1.484478752	-1.39E-07	-0.429606166
0.110568997	-1.514524601	9.96E-08	-0.429606511
0.113936324	-1.544697738	4.24E-08	-0.429606654
0.117314052	-1.574817806	6.64E-08	-0.429606933
0.12070173	-1.604878365	-4.62E-08	-0.429607105
0.124122942	-1.634963945	-3.01E-07	-0.429608007
0.127598388	-1.665183484	2.49E-07	-0.429608596
0.131104367	-1.69534971	2.58E-07	-0.42960989
0.134645017	-1.725460704	-2.01E-07	-0.429610459
0.138198673	-1.755575837	-2.41E-07	-0.429611591
0.141777802	-1.785843524	1.89E-07	-0.429612117
0.145395025	-1.816061505	3.00E-07	-0.429613373
0.149069542	-1.846228697	-2.33E-07	-0.429614038
0.152759831	-1.876378024	-1.08E-07	-0.429614348
0.156455402	-1.906691832	-1.34E-07	-0.429614968
0.160181587	-1.936953269	9.71E-08	-0.429615297
0.162797696	-1.9578265	1.33E-07	-0.429615888
0.164566411	-1.971820707	-9.49E-08	-0.429616224
0.165750276	-1.981185904	-4.00E-08	-0.429616361
0.166540659	-1.987445431	-6.46E-08	-0.42961663
