Sw H+ Iono H	North to South	T = 12:00:00	
Nightside		Dayside	
X[R]	Z[R]	X[R]	Z[R]
-7.998524746	-4.538196755	7.992884144	-1.540220029
-7.999017667	-4.538152345	7.995254768	-1.535134374
-7.999346285	-4.538122727	7.996836163	-1.531737923
-7.999565366	-4.538102975	7.997890857	-1.529470922
-7.999711421	-4.538089806	7.998594177	-1.52795838
-7.999808791	-4.538081025	7.999063141	-1.52694948
-7.999873705	-4.53807517	7.999375821	-1.526276639
-7.999916981	-4.538071267	7.999584291	-1.525827972
-7.999945832	-4.538068665	7.999723278	-1.525528812
-7.999965065	-4.53806693	7.999815939	-1.525329352
-7.999977888	-4.538065773	7.999877715	-1.525196368
-7.999986436	-4.538065002	7.9999189	-1.525107709
-7.999992135	-4.538064488	7.999946356	-1.525048601
-7.999995935	-4.538064146	7.999964661	-1.525009194
-8.000000266	-4.538063988	7.999976864	-1.524982923
-8.000007332	-4.538063117	7.999984999	-1.524965408
-8.000022529	-4.538061747	7.999990423	-1.524953732
-8.000083317	-4.538056263	7.999994039	-1.524945948
-8.000326465	-4.538034327	7.999996449	-1.524940758
-8.000812747	-4.537990443	8.000001944	-1.524939049
-8.00178526	-4.537902624	8.00000127	-1.524930379
-8.005674142	-4.537550738	8.000026981	-1.524875025
-8.036698324	-4.534702195	8.000078402	-1.524764319
-8.09852581	-4.528811139	8.000181233	-1.524542913
-8.16032172	-4.522635954	8.000386859	-1.524100127
-8.222083765	-4.516167575	8.003665219	-1.517030959
-8.283829863	-4.509401803	8.053318485	-1.40746842
-8.3455516	-4.502349697	8.100939186	-1.296029569
-8.407233443	-4.49501534	8.145491748	-1.182223632
-8.468874154	-4.487387923	8.186746398	-1.068549574
-8.530486368	-4.479469859	8.225673425	-0.956149603
-8.592074978	-4.471269714	8.26173891	-0.845478674
-8.653621685	-4.462785752	8.295438295	-0.735065734
-8.715123507	-4.454011146	8.327343586	-0.625710632
-8.776589277	-4.444952147	8.357723411	-0.515347721
-8.838028005	-4.43561863	8.38297686	-0.408272442
-8.899421817	-4.426006173	8.404175309	-0.305557413
-8.960765168	-4.416109442	8.422942106	-0.208744669
-9.022067541	-4.405932886	8.439764567	-0.121759557
-9.083337915	-4.395483966	8.453561254	-0.04995005
-9.144559252	-4.384764026	8.457668544	-0.023581063
-9.205727051	-4.373768433	8.45887658	-0.008746123
-9.266848162	-4.362496466	8.459071614	-0.000955344
-9.327933167	-4.350951348	8.459073388	-0.000467381
-9.388963524	-4.339143763	8.459073819	-0.000223326
-9.449939256	-4.327070838	8.45907392	-0.000101277
-9.510862132	-4.314724097	8.459073942	-4.02E-05
-9.571744729	-4.302105748	8.459073946	-9.73E-06
-9.632569047	-4.28922962	8.459073946	-2.10E-06
-9.693335115	-4.27609341	8.459073946	5.53E-06
-9.754041974	-4.26268915	8.459073945	1.70E-05
-9.814705311	-4.249019592	8.459073943	3.41E-05
-9.875299286	-4.235097648	8.459073937	5.99E-05
-9.916838124	-4.225394826	8.459073921	9.85E-05
-9.944547496	-4.218848891	8.459073883	0.000156437
-9.963027784	-4.21445003	8.459073795	0.00024333
-9.975351325	-4.211502073	8.45907359	0.00037366
-9.983568528	-4.2095301	8.459073119	0.000569137
-9.989047332	-4.208212483	8.459072046	0.000862315
-9.992700165	-4.207332749	8.459069611	0.001301999
-9.995135519	-4.206745671	8.459064098	0.00196136
-9.996759147	-4.206354023	8.459051632	0.002950087
-9.997841591	-4.206092808	8.459023466	0.004432681
-9.998563232	-4.205918613	8.458959868	0.006656168
-9.999044331	-4.20580246	8.458816442	0.009992909
-9.999365066	-4.205725014	8.458496553	0.014977555
-9.999578891	-4.205673379	8.457800833	0.022367163
-9.999721441	-4.205638954	8.45636347	0.033172572
-9.999816474	-4.205616003	8.453704548	0.048679552
-9.99987983	-4.205600701	8.449501851	0.070748874
-9.999922067	-4.2055905	8.44334398	0.10286622
-9.999950226	-4.2055837	8.434336979	0.149606556
-9.999968998	-4.205579166	8.421159898	0.217752662
-9.999981513	-4.205576143	8.402251514	0.315330411
-9.999989856	-4.205574128	8.380690798	0.418452802
-9.999995418	-4.205572785	8.354852021	0.525887787
-10.00000087	-4.205571326	8.324232766	0.636122071
-10.00000283	-4.205570994	8.292282634	0.745462284
-10.00001767	-4.205567411	8.258408169	0.856123396
-10.00004733	-4.205560247	8.222097461	0.966693043
-10.00010666	-4.205545917	8.182904287	1.079368766
-10.00022532	-4.205517257	8.141329085	1.193144951
-10.00046263	-4.205459935	8.096458172	1.306702754
-10.00093724	-4.205345283	8.048588104	1.41795699
-10.00852606	-4.203509914	8.023302666	1.473890909
-10.03881481	-4.196144458	8.010375756	1.501983704
-10.0991912	-4.181265238	8.003854239	1.516090573
-10.15950132	-4.166130418	8.000577646	1.523160592
-10.21974428	-4.150738267	8.000166655	1.524046112
-10.27992841	-4.13509245	8.000063865	1.524267538
-10.34005423	-4.119198111	8.000012465	1.524378254
-10.40011296	-4.10306043	8.000000385	1.524406281
-10.46010233	-4.086675943	7.999998008	1.524409394
-10.52002572	-4.070039847	7.999996402	1.524412854
-10.57988942	-4.053157369	7.999993993	1.524418044
-10.6396837	-4.036038337	7.999990378	1.524425828
-10.68066422	-4.024156232	7.999984957	1.524437506
-10.70799639	-4.016162429	7.999976825	1.524455022
-10.72622297	-4.010800613	7.999964627	1.524481295
-10.73837627	-4.007211443	7.99994633	1.524520705
-10.74647946	-4.00481211	7.999918885	1.524579819
-10.75188206	-4.003209624	7.999877718	1.524668487
-10.75548403	-4.002140038	7.999815967	1.524801482
-10.75788543	-4.001426453	7.999723344	1.52500096
-10.7594864	-4.000950497	7.999584415	1.525300146
-10.76055374	-4.00063309	7.999376031	1.525748854
-10.7612653	-4.000421439	7.99906348	1.526421756
-10.76173968	-4.000280317	7.998594709	1.527430747
-10.76205593	-4.000186227	7.997891678	1.528943426
-10.76226677	-4.000123497	7.996837413	1.531210632
-10.76240733	-4.000081674	7.995256656	1.534607394
-10.76250103	-4.000053792	7.992886974	1.539693517
-10.7625635	-4.000035204	7.989335763	1.547302705
-10.76260515	-4.000022811	7.984016523	1.558672481
-10.76263292	-4.000014549	7.976055033	1.575631347
-10.76265143	-4.000009041	7.964152596	1.600864427
-10.76266377	-4.000005369	7.946389414	1.638284583
-10.76267199	-4.000002921	7.920494884	1.692213359
-10.76267748	-4.00000129	7.893968423	1.746302795
-10.76268131	-3.999999798	7.866850287	1.800372466
-10.76268479	-3.999999114	7.839271441	1.854441491
-10.76269941	-3.999994762	7.811037332	1.90874279
-10.76293341	-3.99992513	7.782338606	1.962792375
-10.76386933	-3.999646584	7.767691788	1.989999929
-10.76761197	-3.998532104	7.763985067	1.996851343
-10.77509418	-3.996301164	7.763055545	1.998567493
-10.79004619	-3.991831352	7.762590493	1.999425813
-10.81990032	-3.982859887	7.762357894	1.999855034
-10.87940614	-3.96478866	7.762299734	1.999962352
-10.93883747	-3.946482591	7.762285193	1.999989182
-10.9981973	-3.927941151	7.762281558	1.99999589
-11.05749835	-3.909171865	7.76227974	1.999999243
-11.11672731	-3.890183529	7.762277922	2.000002597
-11.17588291	-3.870972067	7.762275196	2.000007628
-11.23496369	-3.851535529	7.762271106	2.000015174
-11.29397868	-3.83187495	7.762264972	2.000026493
-11.35292446	-3.811999246	7.76225577	2.000043472
-11.41179756	-3.79191215	7.762241967	2.00006894
-11.47059502	-3.771611555	7.762221263	2.000107141
-11.52932152	-3.751095166	7.762190207	2.000164444
-11.58796438	-3.730376955	7.762143622	2.000250396
-11.64653208	-3.709458547	7.762073745	2.000379323
-11.70502517	-3.688335725	7.761968929	2.00057271
-11.76345131	-3.66701016	7.761811703	2.000862782
-11.82181434	-3.64549142	7.761575859	2.001297871
-11.88010556	-3.623785505	7.761222085	2.001950461
-11.92005434	-3.608785093	7.760691404	2.002929249
-11.94669698	-3.598724594	7.759895338	2.004397214
-11.96446317	-3.591990486	7.758701138	2.006598671
-11.97630923	-3.587488929	7.756909599	2.009899481
-11.98420746	-3.58448246	7.754221379	2.014847372
-11.98947332	-3.582475724	7.750186481	2.02226206
-11.99298407	-3.58113682	7.744111455	2.033374064
-11.99532464	-3.580243737	7.734941759	2.049992463
-11.99688505	-3.579648134	7.721062281	2.074804805
-11.99792534	-3.579250971	7.699975945	2.111759079
-11.99861887	-3.578986153	7.66865486	2.16513805
-11.99908123	-3.578809589	7.636747981	2.21780157
-11.99938947	-3.578691871	7.604129323	2.270063796
-11.99959496	-3.578613389	7.570862213	2.322019139
-11.99973196	-3.578561065	7.537139023	2.373490429
-11.99982329	-3.578526183	7.502915808	2.42460826
-11.99988418	-3.578502927	7.467456918	2.475739808
-11.99992477	-3.578487423	7.430900737	2.525937989
-11.99995183	-3.578477087	7.393240966	2.575339135
-11.99996987	-3.578470197	7.354657545	2.623868244
-11.9999819	-3.578465603	7.315324756	2.67149797
-11.99998992	-3.57846254	7.275223415	2.718427292
-11.99999526	-3.578460499	7.234110524	2.764807089
-12.00000117	-3.578459575	7.191637088	2.810517761
-12.00000239	-3.578457776	7.148010845	2.855014547
-12.00000952	-3.578455054	7.103321249	2.898237648
-12.00002377	-3.57844961	7.057620568	2.940194314
-12.00008079	-3.578427831	7.010924597	2.980942727
-12.00019482	-3.578384275	6.96296298	3.020553366
-12.00065094	-3.578210046	6.913801225	3.058742231
-12.00247519	-3.577513097	6.863589291	3.095398103
-12.00612295	-3.576118873	6.812381212	3.130494761
-12.01341556	-3.573329114	6.760224432	3.164019567
-12.02798911	-3.567744356	6.707100745	3.195923687
-12.05708924	-3.556553821	6.652993819	3.226062844
-12.11510654	-3.534091342	6.597983484	3.254398955
-12.17305327	-3.511453795	6.542147916	3.281089455
-12.23091676	-3.488641535	6.48561025	3.306181655
-12.28871281	-3.465657831	6.428457179	3.329572626
-12.34644202	-3.442512296	6.370730839	3.351294012
-12.40410184	-3.419201912	6.312447409	3.371441569
-12.46169991	-3.395725974	6.253686359	3.390054318
-12.51923554	-3.37209168	6.194573702	3.407075622
-12.57671148	-3.348303517	6.135035886	3.422504555
-12.63413072	-3.324367556	6.075125257	3.436411692
-12.69149032	-3.300288988	6.014945748	3.44890279
-12.74878317	-3.276066298	6.007293465	3.450393663
-12.80602508	-3.251697084	6.003461849	3.451132323
-12.86319013	-3.227202305	6.001544677	3.451499966
-12.92029287	-3.202574854	6.000585751	3.451683366
-12.97734231	-3.177813174	6.000106203	3.451774962
-13.03434338	-3.15292514	6.000046251	3.451786407
-13.09129239	-3.127918652	6.000016275	3.451792129
-13.14819348	-3.102795845	6.000001287	3.45179499
-13.20504268	-3.077560826	5.99999754	3.451795705
-13.26184006	-3.052212479	5.999993793	3.45179642
-13.3185967	-3.026754207	5.999988172	3.451797493
-13.37531086	-3.001197844	5.999979741	3.451799103
-13.43195676	-2.975554441	5.999967095	3.451801516
-13.48855966	-2.949812896	5.999948126	3.451805137
-13.54513077	-2.923981818	5.999919672	3.451810567
-13.60166471	-2.898074267	5.999876991	3.451818713
-13.65816089	-2.872090353	5.99981297	3.451830929
-13.71462574	-2.846031434	5.999716938	3.451849249
-13.77105943	-2.819904621	5.999572891	3.451876723
-13.82747171	-2.793716555	5.999356822	3.451917916
-13.88386437	-2.767480463	5.999032723	3.451979666
-13.92253876	-2.749457225	5.998546582	3.452072205
-13.94833986	-2.737418269	5.99781739	3.452210815
-13.96555162	-2.72937976	5.996723642	3.452418288
-13.97703117	-2.724015169	5.995083116	3.452728505
-13.98468666	-2.720436424	5.992622544	3.453191602
-13.98979134	-2.718049703	5.988932186	3.453881259
-13.99319492	-2.716458159	5.983397806	3.454904595
-13.99546418	-2.715396952	5.975098964	3.456414774
-13.99697711	-2.714689403	5.962657222	3.45862505
-13.99798576	-2.714217668	5.944005595	3.461817827
-13.99865822	-2.713903162	5.916060878	3.46633461
-13.99910653	-2.713693485	5.874233153	3.472525403
-13.99940541	-2.713553697	5.813369441	3.48040072
-13.99960467	-2.713460504	5.752364908	3.487068711
-13.9997375	-2.713398375	5.691348794	3.492490206
-13.99982606	-2.713356955	5.630212943	3.496644629
-13.9998851	-2.713329341	5.568992963	3.499640417
-13.99992446	-2.713310932	5.507705539	3.501590103
-13.9999507	-2.71329866	5.446493314	3.502469061
-13.99996819	-2.713290478	5.385274008	3.502249982
-13.99997985	-2.713285023	5.324041702	3.501024399
-13.99998763	-2.713281387	5.262805357	3.498889447
-13.99999281	-2.713278963	5.201700032	3.495846078
-13.99999627	-2.713277347	5.140641858	3.491867894
-14.00000028	-2.713275534	5.079610331	3.48702281
-14.00005501	-2.713249872	5.018610432	3.481398018
-14.00093953	-2.712836165	4.957802418	3.475029489
-14.00801172	-2.709528149	4.897045623	3.467875339
-14.03624564	-2.696318118	4.836342339	3.45996044
-14.09255914	-2.66995087	4.775713809	3.451377796
-14.14885665	-2.643561696	4.715276384	3.442180116
-14.20515391	-2.617152154	4.65492901	3.432314445
-14.2614478	-2.590736625	4.594625188	3.421766464
-14.31774966	-2.56431902	4.534443996	3.410636729
-14.3740676	-2.537914023	4.474407036	3.3989752
-14.4303951	-2.511536044	4.414525364	3.386736704
-14.48671811	-2.485190456	4.354719598	3.373902506
-14.54306816	-2.458877586	4.29500664	3.360550774
-14.59943672	-2.432616156	4.235350885	3.346723747
-14.65582509	-2.406404374	4.175755831	3.332415184
-14.71225302	-2.380247265	4.116306877	3.317676354
-14.7687166	-2.354162502	4.056918092	3.302557981
-14.82522239	-2.328153547	4.026943299	3.294786659
-14.88178208	-2.302231426	4.011894136	3.290849424
-14.93838805	-2.276414051	4.004354815	3.288868146
-14.9950409	-2.250704784	4.000581517	3.287874373
-15.05174099	-2.225114999	4.000109427	3.287749937
-15.10849708	-2.199652827	4.000050409	3.287734379
-15.1653098	-2.174322195	4.000020899	3.2877266
-15.22219998	-2.149128885	4.000006145	3.287722711
-15.27916515	-2.12408909	4.000001233	3.287721627
-15.33620392	-2.099206325	3.999996923	3.28772028
-15.39332899	-2.074487938	3.999995079	3.287719794
-15.45053494	-2.04995259	3.999992312	3.287719064
-15.4898131	-2.033233702	3.999988162	3.28771797
-15.51604518	-2.022124177	3.999981938	3.287716329
-15.53355462	-2.01473406	3.999972601	3.287713868
-15.54523649	-2.009815348	3.999958596	3.287710176
-15.55302829	-2.006539907	3.999937588	3.287704637
-15.55822456	-2.004357932	3.999906076	3.28769633
-15.5616895	-2.002904019	3.999858809	3.287683867
-15.56399981	-2.001935071	3.99978791	3.287665174
-15.56554017	-2.001289252	3.999681563	3.287637131
-15.56656714	-2.000858771	3.999522047	3.287595062
-15.56725182	-2.000571813	3.999282786	3.28753195
-15.56770829	-2.00038052	3.998923921	3.28743726
-15.5680126	-2.000252997	3.998385681	3.287295175
-15.56821548	-2.000167984	3.997578455	3.287081938
-15.56835074	-2.00011131	3.996367912	3.286761834
-15.56844091	-2.000073528	3.994552768	3.286281125
-15.56850102	-2.00004834	3.991831552	3.285558822
-15.5685411	-2.000031549	3.987753093	3.284472605
-15.56856781	-2.000020354	3.981642928	3.282837148
-15.56858563	-2.000012891	3.972494459	3.280370448
-15.5685975	-2.000007916	3.958811436	3.276643353
-15.56860542	-2.000004599	3.938370376	3.270997019
-15.56861069	-2.000002388	3.908691863	3.262640068
-15.56861462	-1.999999087	3.879050686	3.254115147
-15.56861773	-1.999999439	3.849403449	3.245426828
-15.56862477	-1.999996491	3.819783676	3.236604296
-15.56863884	-1.999990594	3.790193367	3.227660076
-15.56866699	-1.999978801	3.760638178	3.218605929
-15.56872328	-1.999955215	3.731127665	3.209443289
-15.57052449	-1.999200655	3.701654012	3.200158625
-15.5777273	-1.996185615	3.672210034	3.190748789
-15.5921294	-1.990168383	3.642805852	3.181226756
-15.64960908	-1.96630548	3.613438231	3.171592796
-15.70717963	-1.94265408	3.58411666	3.161836062
-15.76486066	-1.919220319	3.554844134	3.151956876
-15.82264102	-1.896013018	3.525603425	3.141961382
-15.88051331	-1.873033067	3.496392544	3.131851538
-15.92026	-1.857408409	3.467242386	3.121627271
-15.94680444	-1.847047619	3.438128837	3.111278626
-15.96452151	-1.840165509	3.409048088	3.100817011
-15.97634214	-1.83558869	3.380009631	3.090257039
-15.98422668	-1.83254251	3.351022299	3.079594446
-15.98948487	-1.83051397	3.322075101	3.068810541
-15.99299114	-1.829162611	3.293168105	3.057910269
-15.99532902	-1.828262151	3.264299879	3.046903145
-15.99688776	-1.827662043	3.23547551	3.035787229
-15.997927	-1.827262059	3.206708466	3.024553339
-15.99861985	-1.826995442	3.177991367	3.013198745
-15.99908177	-1.826817715	3.149311715	3.001728535
-15.99938972	-1.826699238	3.145693006	3.000272328
-15.99959503	-1.826620257	3.145240153	3.000089958
-15.9997319	-1.826567604	3.145126927	3.000044355
-15.99982314	-1.826532503	3.145070313	3.000021553
-15.99988398	-1.826509103	3.145042005	3.000010151
-15.99992453	-1.826493502	3.145027852	3.00000445
-15.99995157	-1.826483102	3.145020775	3.0000016
-15.99996959	-1.826476169	3.145017236	3.000000175
-15.99998161	-1.826471547	3.145015833	3.000000538
-15.99998962	-1.826468465	3.145013698	2.999998749
-15.99999496	-1.826466411	3.145011044	2.99999768
-15.99999852	-1.826465042	3.145007063	2.999996077
-16.00000208	-1.826463672	3.145001092	2.999993672
-16.00003056	-1.826452716	3.144992135	2.999990064
-16.00008753	-1.826430804	3.1449787	2.999984653
-16.00020146	-1.82638698	3.144958548	2.999976536
-16.00065718	-1.826211697	3.14492832	2.99996436
-16.00156862	-1.825861183	3.144882977	2.999946096
-16.03069828	-1.814692922	3.144814965	2.999918701
-16.08893797	-1.792568894	3.144712947	2.999877607
-16.14727947	-1.770689268	3.144559925	2.999815965
-16.20571574	-1.749065144	3.144330401	2.9997235
-16.26423696	-1.727710134	3.143986134	2.999584798
-16.32286321	-1.70661528	3.143469778	2.999376734
-16.38158029	-1.685778652	3.142695343	2.999064615
-16.44039802	-1.665202313	3.141533915	2.998596384
-16.49932612	-1.64489165	3.139792275	2.997893921
-16.55834705	-1.624842161	3.137180943	2.996839963
-16.61745677	-1.605041665	3.133266473	2.995258445
-16.67666619	-1.585491548	3.12740081	2.992885179
-16.73595512	-1.566202757	3.118617622	2.989322519
-16.79532627	-1.547164369	3.105475441	2.983968067
-16.85479164	-1.528359019	3.085832472	2.975910531
-16.91433353	-1.509791298	3.05729863	2.964093515
-16.97393781	-1.491470814	3.028811118	2.952171437
-17.03361256	-1.473391402	3.000366582	2.940154846
-17.09335178	-1.455542542	3.000141858	2.940059488
-17.15315943	-1.437919535	3.000029492	2.940011804
-17.21304498	-1.420520089	3.0000014	2.939999883
-17.27300133	-1.403338933	3.000000356	2.939999124
-17.33301379	-1.386365694	2.999997888	2.939998393
-17.39308586	-1.369591602	2.999995254	2.939997275
-17.45321928	-1.353016243	2.999991304	2.939995599
-17.51340648	-1.336639358	2.999985378	2.939993084
-17.57364001	-1.320451153	2.99997649	2.939989312
-17.63393371	-1.304434045	2.999963157	2.939983654
-17.69427375	-1.288588513	2.999943157	2.939975167
-17.7546549	-1.272918524	2.999913158	2.939962436
-17.81507655	-1.257412561	2.999868161	2.939943339
-17.87552175	-1.242062702	2.999800665	2.939914694
-17.91696899	-1.231632742	2.999699423	2.939871725
-17.94462646	-1.224716882	2.999547565	2.939807271
-17.96307628	-1.220123089	2.999319789	2.939710585
-17.97538155	-1.217067816	2.998978148	2.939565547
-17.98358732	-1.215034053	2.998465738	2.939347969
-17.98905874	-1.213679562	2.997697242	2.939021558
-17.99270676	-1.21277717	2.996544763	2.93853184
-17.99513896	-1.212175843	2.99481664	2.937797035
-17.9967605	-1.211775078	2.992225791	2.936694319
-17.99784156	-1.211507954	2.988342512	2.935039114
-17.99856229	-1.211329895	2.982524285	2.932553803
-17.99904278	-1.211211199	2.973811858	2.928820341
-17.99936311	-1.211132073	2.960776298	2.923208237
-17.99957667	-1.211079325	2.94130201	2.914768428
-17.99971904	-1.21104416	2.913025012	2.902402066
-17.99981395	-1.211020717	2.884783489	2.889926108
-17.99987723	-1.211005089	2.856599573	2.877339641
-17.99991941	-1.21099467	2.828480228	2.864638676
-17.99994753	-1.210987724	2.800401996	2.851825379
-17.99996628	-1.210983094	2.772368751	2.838913245
-17.99997878	-1.210980007	2.744389475	2.825911715
-17.99998711	-1.210977949	2.716467192	2.812804044
-17.99999267	-1.210976577	2.688600018	2.799575438
-17.99999637	-1.210975662	2.660792875	2.786239556
-18.00000008	-1.210974747	2.633018959	2.772792801
-18.00011859	-1.210945478	2.605310747	2.759237194
-18.0003556	-1.210886942	2.577678731	2.745563415
-18.00082963	-1.210769877	2.550094142	2.731773919
-18.00177768	-1.210535773	2.522554763	2.717887582
-18.00367373	-1.210067676	2.495075563	2.703916617
-18.01883531	-1.206329319	2.467657129	2.689840082
-18.04914625	-1.198880891	2.440298072	2.675640186
-18.10971418	-1.184103317	2.413008713	2.661333177
-18.17031585	-1.169463069	2.385757688	2.646912382
-18.23096085	-1.154951836	2.358573335	2.632380889
-18.29162823	-1.140563021	2.331475992	2.617735267
-18.35231991	-1.126289749	2.304431204	2.602972365
-18.41304083	-1.112127135	2.277436721	2.588110727
-18.47378791	-1.098074376	2.250503618	2.573166764
-18.53455337	-1.084131691	2.22363807	2.558117558
-18.59533901	-1.070293533	2.196842675	2.542938328
-18.6561501	-1.056552427	2.170128287	2.527644975
-18.71698232	-1.042907585	2.143467827	2.512232088
-18.77782375	-1.029364884	2.116872916	2.49670904
-18.83867269	-1.015923022	2.090368283	2.481084064
-18.89954231	-1.002576126	2.063919426	2.465338343
-18.96039457	-0.989340073	2.037533508	2.449486977
-19.02124208	-0.976221946	2.011218515	2.433544339
-19.08208382	-0.963232017	2.004570679	2.429496577
-19.14295271	-0.950371803	2.001241775	2.427466697
-19.20384591	-0.937643658	2.00040852	2.426958293
-19.26474132	-0.925054975	2.000200142	2.426831134
-19.32561645	-0.91262906	2.000095948	2.426767548
-19.38653493	-0.900375101	2.00004385	2.426735754
-19.44747444	-0.888300784	2.000017801	2.426719857
-19.50844174	-0.87640467	2.000004776	2.426711908
-19.56943574	-0.864701108	2.00000152	2.426709921
-19.63046459	-0.853199312	2.000000109	2.426708946
-19.69152855	-0.841899328	1.999998263	2.426707934
-19.75262171	-0.830805737	1.999995821	2.426706443
-19.81355921	-0.819899627	1.999992158	2.426704208
-19.87428511	-0.809070125	1.999986663	2.426700854
-19.91603338	-0.801607572	1.999978421	2.426695824
-19.94394921	-0.796607	1.999966058	2.426688279
-19.96260395	-0.793262447	1.999947513	2.426676961
-19.97506114	-0.791030371	1.999919696	2.426659984
-19.98337256	-0.789542664	1.999877971	2.426634518
-19.98891647	-0.788551016	1.999815385	2.42659632
-19.99261373	-0.787889987	1.999721508	2.426539022
-19.99507916	-0.787449333	1.999580699	2.426453073
-19.99672304	-0.787155578	1.9993695	2.426324148
-19.99781908	-0.786959748	1.99905273	2.426130753
-19.99854982	-0.786829197	1.998577644	2.425840646
